tree_id,split,n_dets,n_sides_observed,naive_B1,gt_B1,maxside_B1,naive_B2,gt_B2,maxside_B2,naive_B3,gt_B3,maxside_B3,naive_B4,gt_B4,maxside_B4,b3frac_naive,b4frac_naive,area_mean,area_p90,area_p10,M01_B1,M01_err_B1,M01_B2,M01_err_B2,M01_B3,M01_err_B3,M01_B4,M01_err_B4,M01_within1,M03_B1,M03_err_B1,M03_B2,M03_err_B2,M03_B3,M03_err_B3,M03_B4,M03_err_B4,M03_within1,M05_B1,M05_err_B1,M05_B2,M05_err_B2,M05_B3,M05_err_B3,M05_B4,M05_err_B4,M05_within1,M06_B1,M06_err_B1,M06_B2,M06_err_B2,M06_B3,M06_err_B3,M06_B4,M06_err_B4,M06_within1,M07_B1,M07_err_B1,M07_B2,M07_err_B2,M07_B3,M07_err_B3,M07_B4,M07_err_B4,M07_within1
DAMIMAS_A21B_0468,train,20,4,5,3,2,4,2,2,4,3,2,7,5,2,0.2,0.35,0.0102208594271,0.015117487473799998,0.007096233515700001,3,0,2,0,2,-1,4,-1,True,3,0,2,0,2,-1,4,-1,True,3,0,2,0,2,-1,4,-1,True,3,0,2,0,2,-1,4,-1,True,3,0,2,0,2,-1,4,-1,True
DAMIMAS_A21B_0469,train,21,4,0,0,0,6,3,2,11,7,3,4,3,1,0.5238095238095238,0.19047619047619047,0.005720565501000001,0.009011989323,0.0020507549480000002,0,0,3,0,6,-1,2,-1,True,0,0,3,0,6,-1,2,-1,True,0,0,3,0,6,-1,2,-1,True,0,0,3,0,6,-1,2,-1,True,0,0,3,0,6,-1,2,-1,True
DAMIMAS_A21B_0470,train,22,4,7,3,2,1,1,1,10,5,4,4,2,1,0.45454545454545453,0.18181818181818182,0.003846061541181818,0.006322226145900001,0.0015962672916,4,1,1,0,5,0,2,0,True,4,1,1,0,5,0,2,0,True,4,1,1,0,5,0,2,0,True,4,1,1,0,5,0,2,0,True,4,1,1,0,5,0,2,0,True
DAMIMAS_A21B_0471,val,26,4,4,2,2,8,6,2,10,6,5,4,2,2,0.38461538461538464,0.15384615384615385,0.0054124474960000005,0.009241130338499999,0.00290366875,2,0,5,-1,6,0,3,1,True,2,0,4,-2,5,-1,2,0,False,2,0,4,-2,5,-1,2,0,False,2,0,4,-2,5,-1,2,0,False,2,0,4,-2,5,-1,2,0,False
DAMIMAS_A21B_0472,val,23,4,0,0,0,7,4,2,8,6,3,8,5,3,0.34782608695652173,0.34782608695652173,0.00863160113226087,0.0111591855208,0.005752229479199999,0,0,4,0,4,-2,4,-1,False,0,0,4,0,4,-2,4,-1,False,0,0,4,0,4,-2,4,-1,False,0,0,4,0,4,-2,4,-1,False,0,0,4,0,4,-2,4,-1,False
DAMIMAS_A21B_0473,train,11,4,3,1,1,3,2,1,5,3,2,0,0,0,0.45454545454545453,0.0,0.006328646780272728,0.0094531,0.001948271875,1,0,2,0,3,0,0,0,True,1,0,2,0,3,0,0,0,True,2,1,2,0,3,0,0,0,True,2,1,2,0,3,0,0,0,True,2,1,2,0,3,0,0,0,True
DAMIMAS_A21B_0474,train,21,4,4,2,1,5,3,2,4,2,1,8,5,4,0.19047619047619047,0.38095238095238093,0.003992746490571429,0.00809816875,0.0012890625,2,0,3,0,2,0,5,0,True,2,0,3,0,2,0,4,-1,True,2,0,3,0,2,0,4,-1,True,2,0,3,0,2,0,4,-1,True,2,0,3,0,2,0,4,-1,True
DAMIMAS_A21B_0475,test,20,4,0,0,0,11,7,3,6,4,2,3,2,1,0.3,0.15,0.00501068917965,0.0070409946875,0.0029934754427,0,0,6,-1,3,-1,2,0,True,0,0,6,-1,3,-1,2,0,True,0,0,6,-1,3,-1,2,0,True,0,0,6,-1,3,-1,2,0,True,0,0,6,-1,3,-1,2,0,True
DAMIMAS_A21B_0476,train,17,4,0,0,0,6,4,2,8,5,2,3,2,1,0.47058823529411764,0.17647058823529413,0.009179585937529412,0.0132242850522,0.0039804614062,0,0,3,-1,4,-1,2,0,True,0,0,3,-1,4,-1,2,0,True,0,0,3,-1,4,-1,2,0,True,0,0,3,-1,4,-1,2,0,True,0,0,3,-1,4,-1,2,0,True
DAMIMAS_A21B_0477,val,10,4,0,0,0,0,0,0,10,5,3,0,0,0,1.0,0.0,0.0050072471094,0.008550844374999996,0.0011659985157,0,0,0,0,5,0,0,0,True,0,0,0,0,5,0,0,0,True,0,0,0,0,5,0,0,0,True,0,0,0,0,5,0,0,0,True,0,0,0,0,5,0,0,0,True
DAMIMAS_A21B_0478,train,27,4,6,3,2,4,2,2,6,3,2,11,6,3,0.2222222222222222,0.4074074074074074,0.003710066907777778,0.005811693072800001,0.0019498639062,3,0,2,0,3,0,6,0,True,3,0,2,0,3,0,6,0,True,3,0,2,0,3,0,6,0,True,3,0,2,0,3,0,6,0,True,3,0,2,0,3,0,6,0,True
DAMIMAS_A21B_0479,val,21,4,2,1,1,9,4,3,7,3,3,3,2,1,0.3333333333333333,0.14285714285714285,0.005341909511428571,0.009287867448,0.0025960580729999998,1,0,5,1,4,1,2,0,True,1,0,5,1,4,1,2,0,True,1,0,5,1,4,1,2,0,True,1,0,5,1,4,1,2,0,True,1,0,5,1,4,1,2,0,True
DAMIMAS_A21B_0480,train,24,4,4,2,2,4,2,2,10,5,4,6,4,2,0.4166666666666667,0.25,0.007185846636291665,0.0108315782812,0.0044382075781,2,0,2,0,6,1,4,0,True,2,0,2,0,5,0,3,-1,True,2,0,2,0,5,0,3,-1,True,2,0,2,0,5,0,3,-1,True,2,0,2,0,5,0,3,-1,True
DAMIMAS_A21B_0481,train,13,4,2,1,1,4,2,2,6,3,2,1,1,1,0.46153846153846156,0.07692307692307693,0.0052913468349230774,0.0092089725,0.0023958430208,1,0,2,0,3,0,1,0,True,1,0,2,0,3,0,1,0,True,1,0,2,0,3,0,1,0,True,1,0,2,0,3,0,1,0,True,1,0,2,0,3,0,1,0,True
DAMIMAS_A21B_0482,train,23,4,2,1,1,6,3,2,6,4,2,9,5,4,0.2608695652173913,0.391304347826087,0.0037181561254347817,0.0060192119792,0.0018222575,1,0,3,0,3,-1,5,0,True,1,0,3,0,3,-1,5,0,True,1,0,3,0,3,-1,5,0,True,1,0,3,0,3,-1,5,0,True,1,0,3,0,3,-1,5,0,True
DAMIMAS_A21B_0483,train,20,4,4,2,2,9,5,3,5,3,3,2,2,1,0.25,0.1,0.0051280193229,0.0079032801823,0.0023885915364,2,0,5,0,3,0,1,-1,True,2,0,5,0,3,0,1,-1,True,2,0,5,0,3,0,1,-1,True,2,0,5,0,3,0,1,-1,True,2,0,5,0,3,0,1,-1,True
DAMIMAS_A21B_0484,train,18,4,2,1,1,8,4,3,3,2,2,5,3,2,0.16666666666666666,0.2777777777777778,0.031127154976833334,0.04881530182300001,0.0157634002603,1,0,4,0,2,0,3,0,True,1,0,4,0,2,0,3,0,True,1,0,4,0,2,0,3,0,True,1,0,4,0,2,0,3,0,True,1,0,4,0,2,0,3,0,True
DAMIMAS_A21B_0485,val,20,4,2,1,1,5,2,2,12,6,5,1,1,1,0.6,0.05,0.006304166289050001,0.0172148317186,0.0014460472915999998,1,0,3,1,6,0,1,0,True,1,0,3,1,6,0,1,0,True,1,0,3,1,6,0,1,0,True,1,0,3,1,6,0,1,0,True,1,0,3,1,6,0,1,0,True
DAMIMAS_A21B_0486,train,22,4,3,1,1,3,1,1,7,3,2,9,4,3,0.3181818181818182,0.4090909090909091,0.005114122999499999,0.009988261875000001,0.0016623738281999999,2,1,2,1,4,1,6,2,False,2,1,2,1,4,1,5,1,True,2,1,2,1,4,1,5,1,True,2,1,2,1,4,1,5,1,True,2,1,2,1,4,1,5,1,True
DAMIMAS_A21B_0487,train,20,4,0,0,0,7,3,2,11,5,3,2,1,1,0.55,0.1,0.0055608247265500005,0.0073737718489,0.0032761246875,0,0,4,1,6,1,1,0,True,0,0,4,1,6,1,1,0,True,0,0,4,1,6,1,1,0,True,0,0,4,1,6,1,1,0,True,0,0,4,1,6,1,1,0,True
DAMIMAS_A21B_0488,train,17,4,0,0,0,8,4,3,3,2,1,6,4,2,0.17647058823529413,0.35294117647058826,0.012725083348647059,0.018098939270800002,0.0091661738542,0,0,4,0,2,0,3,-1,True,0,0,4,0,2,0,3,-1,True,0,0,4,0,2,0,3,-1,True,0,0,4,0,2,0,3,-1,True,0,0,4,0,2,0,3,-1,True
DAMIMAS_A21B_0489,val,20,4,0,0,0,0,0,0,17,8,5,3,2,1,0.85,0.15,0.00474792595055,0.008824648697899999,0.0027405905729999997,0,0,0,0,9,1,2,0,True,0,0,0,0,9,1,2,0,True,0,0,0,0,9,1,2,0,True,0,0,0,0,9,1,2,0,True,0,0,0,0,9,1,2,0,True
DAMIMAS_A21B_0490,test,26,4,7,3,2,2,1,1,8,4,3,9,5,4,0.3076923076923077,0.34615384615384615,0.009850158032846152,0.016609297135500002,0.004997545052000001,4,1,1,0,5,1,6,1,True,4,1,1,0,4,0,5,0,True,4,1,1,0,4,0,5,0,True,4,1,1,0,4,0,5,0,True,4,1,1,0,4,0,5,0,True
DAMIMAS_A21B_0491,train,20,4,5,3,3,8,4,2,7,5,2,0,0,0,0.35,0.0,0.008060417877599998,0.0114228222657,0.0055354372136,3,0,5,1,4,-1,0,0,True,3,0,4,0,4,-1,0,0,True,3,0,4,0,4,-1,0,0,True,3,0,4,0,4,-1,0,0,True,3,0,4,0,4,-1,0,0,True
DAMIMAS_A21B_0492,test,19,4,3,2,1,5,3,2,5,4,3,6,4,2,0.2631578947368421,0.3157894736842105,0.01694567920778947,0.026283801927199993,0.010746120000000001,2,0,3,0,3,-1,4,0,True,2,0,3,0,3,-1,3,-1,True,2,0,3,0,3,-1,3,-1,True,2,0,3,0,3,-1,3,-1,True,2,0,3,0,3,-1,3,-1,True
DAMIMAS_A21B_0493,train,19,4,2,1,1,6,3,3,7,4,2,4,2,1,0.3684210526315789,0.21052631578947367,0.007965623752736843,0.0139883092708,0.0035986162499999997,1,0,3,0,4,0,2,0,True,1,0,3,0,4,0,2,0,True,1,0,3,0,4,0,2,0,True,1,0,3,0,4,0,2,0,True,1,0,3,0,4,0,2,0,True
DAMIMAS_A21B_0494,train,25,4,3,2,1,4,2,1,7,5,3,11,8,3,0.28,0.44,0.00841598929168,0.016371445520800006,0.0022797583334,2,0,2,0,4,-1,6,-2,False,2,0,2,0,4,-1,6,-2,False,2,0,2,0,4,-1,6,-2,False,2,0,2,0,4,-1,6,-2,False,2,0,2,0,4,-1,6,-2,False
DAMIMAS_A21B_0495,train,18,4,2,1,1,7,4,2,9,5,3,0,0,0,0.5,0.0,0.009137583188666667,0.012499959375000001,0.0061423340625,1,0,4,0,5,0,0,0,True,1,0,4,0,5,0,0,0,True,1,0,4,0,5,0,0,0,True,1,0,4,0,5,0,0,0,True,1,0,4,0,5,0,0,0,True
DAMIMAS_A21B_0496,train,19,4,3,2,1,6,4,2,3,2,1,7,4,3,0.15789473684210525,0.3684210526315789,0.009275577001105262,0.0137265335936,0.004298165,2,0,3,-1,2,0,4,0,True,2,0,3,-1,2,0,4,0,True,2,0,3,-1,2,0,4,0,True,2,0,3,-1,2,0,4,0,True,2,0,3,-1,2,0,4,0,True
DAMIMAS_A21B_0497,test,26,4,2,1,1,5,4,2,13,9,4,6,4,2,0.5,0.23076923076923078,0.005698868509615386,0.009019733723999999,0.0031685634115,1,0,3,-1,7,-2,3,-1,False,1,0,3,-1,7,-2,3,-1,False,1,0,3,-1,7,-2,3,-1,False,1,0,3,-1,7,-2,3,-1,False,1,0,3,-1,7,-2,3,-1,False
DAMIMAS_A21B_0498,train,28,4,8,4,2,1,1,1,6,4,2,13,8,4,0.21428571428571427,0.4642857142857143,0.005892888048749999,0.011247127083400001,0.0016745473437,4,0,1,0,3,-1,7,-1,True,4,0,1,0,3,-1,7,-1,True,4,0,1,0,3,-1,7,-1,True,4,0,1,0,3,-1,7,-1,True,4,0,1,0,3,-1,7,-1,True
DAMIMAS_A21B_0499,train,23,4,5,2,2,6,3,2,9,5,3,3,2,1,0.391304347826087,0.13043478260869565,0.008630081963347826,0.0129146896354,0.005833952499999999,3,1,3,0,5,0,2,0,True,3,1,3,0,5,0,2,0,True,3,1,3,0,5,0,2,0,True,3,1,3,0,5,0,2,0,True,3,1,3,0,5,0,2,0,True
DAMIMAS_A21B_0500,train,19,4,6,3,2,6,3,2,4,3,2,3,2,1,0.21052631578947367,0.15789473684210525,0.00884744628563158,0.0130078,0.0055929515104000006,3,0,3,0,2,-1,2,0,True,3,0,3,0,2,-1,2,0,True,3,0,3,0,2,-1,2,0,True,3,0,3,0,2,-1,2,0,True,3,0,3,0,2,-1,2,0,True
DAMIMAS_A21B_0501,train,25,4,4,2,1,5,2,2,11,6,4,5,2,2,0.44,0.2,0.0042760811145600005,0.008660851250000002,0.0012651527604000002,2,0,3,1,6,0,3,1,True,2,0,3,1,6,0,3,1,True,2,0,3,1,6,0,3,1,True,2,0,3,1,6,0,3,1,True,2,0,3,1,6,0,3,1,True
DAMIMAS_A21B_0502,train,28,4,0,0,0,7,3,3,10,5,4,11,6,3,0.35714285714285715,0.39285714285714285,0.0038632865141428573,0.0057484073178,0.0020742332031,0,0,4,1,5,0,6,0,True,0,0,4,1,5,0,6,0,True,0,0,4,1,5,0,6,0,True,0,0,4,1,5,0,6,0,True,0,0,4,1,5,0,6,0,True
DAMIMAS_A21B_0503,train,27,4,3,2,1,10,4,4,9,5,3,5,3,2,0.3333333333333333,0.18518518518518517,0.008940672174,0.014137193281200002,0.0048473007291999996,2,0,6,2,5,0,3,0,False,2,0,5,1,5,0,3,0,True,2,0,5,1,5,0,3,0,True,2,0,5,1,5,0,3,0,True,2,0,5,1,5,0,3,0,True
DAMIMAS_A21B_0504,val,22,4,2,1,1,8,4,2,6,3,2,6,3,2,0.2727272727272727,0.2727272727272727,0.014022015802545452,0.023302043437500006,0.005983483229100001,1,0,4,0,3,0,3,0,True,1,0,4,0,3,0,3,0,True,1,0,4,0,3,0,3,0,True,1,0,4,0,3,0,3,0,True,1,0,4,0,3,0,3,0,True
DAMIMAS_A21B_0505,test,21,4,2,1,1,0,0,0,11,6,3,8,5,3,0.5238095238095238,0.38095238095238093,0.008067272557047618,0.013601820573,0.0019775625,1,0,0,0,6,0,4,-1,True,1,0,0,0,6,0,4,-1,True,1,0,0,0,6,0,4,-1,True,1,0,0,0,6,0,4,-1,True,1,0,0,0,6,0,4,-1,True
DAMIMAS_A21B_0506,train,33,4,7,3,2,4,2,2,8,5,2,14,8,4,0.24242424242424243,0.42424242424242425,0.010115314583333335,0.0164671592708,0.0034784975,4,1,2,0,4,-1,9,1,True,4,1,2,0,4,-1,9,1,True,4,1,2,0,4,-1,9,1,True,4,1,2,0,4,-1,8,0,True,4,1,2,0,4,-1,8,0,True
DAMIMAS_A21B_0507,train,17,4,0,0,0,9,5,3,8,4,2,0,0,0,0.47058823529411764,0.0,0.009206256387882352,0.013379720052000001,0.005660964375,0,0,5,0,4,0,0,0,True,0,0,5,0,4,0,0,0,True,0,0,5,0,4,0,0,0,True,0,0,5,0,4,0,0,0,True,0,0,5,0,4,0,0,0,True
DAMIMAS_A21B_0508,train,22,4,1,1,1,11,6,4,8,5,3,2,2,1,0.36363636363636365,0.09090909090909091,0.010194984576181816,0.0117971142968,0.0077348910936,1,0,6,0,4,-1,1,-1,True,1,0,6,0,4,-1,1,-1,True,1,0,6,0,4,-1,1,-1,True,1,0,6,0,4,-1,1,-1,True,1,0,6,0,4,-1,1,-1,True
DAMIMAS_A21B_0509,train,17,4,2,1,1,3,2,1,9,5,3,3,2,1,0.5294117647058824,0.17647058823529413,0.007158495113352942,0.0140111077084,0.00397559125,1,0,2,0,5,0,2,0,True,1,0,2,0,5,0,2,0,True,1,0,2,0,5,0,2,0,True,1,0,2,0,5,0,2,0,True,1,0,2,0,5,0,2,0,True
DAMIMAS_A21B_0510,test,22,4,0,0,0,5,2,2,12,6,4,5,3,2,0.5454545454545454,0.22727272727272727,0.013510956451227274,0.0274746801302,0.0037114434375000002,0,0,3,1,7,1,3,0,True,0,0,3,1,7,1,3,0,True,0,0,3,1,7,1,3,0,True,0,0,3,1,7,1,3,0,True,0,0,3,1,7,1,3,0,True
DAMIMAS_A21B_0511,train,23,4,7,3,3,9,5,3,6,3,3,1,1,1,0.2608695652173913,0.043478260869565216,0.011761849739608697,0.022720730000000005,0.0042891954688,4,1,5,0,3,0,1,0,True,4,1,5,0,3,0,1,0,True,4,1,5,0,3,0,1,0,True,4,1,5,0,3,0,1,0,True,4,1,5,0,3,0,1,0,True
DAMIMAS_A21B_0512,val,25,4,3,1,1,6,3,2,9,5,4,7,4,3,0.36,0.28,0.011328482260400001,0.01689263625,0.0066582217188,2,1,4,1,5,0,4,0,True,2,1,3,0,5,0,4,0,True,2,1,3,0,5,0,4,0,True,2,1,3,0,5,0,4,0,True,2,1,3,0,5,0,4,0,True
DAMIMAS_A21B_0513,train,13,4,0,0,0,2,1,1,11,6,4,0,0,0,0.8461538461538461,0.0,0.008798143850153846,0.0166491369792,0.003922027708199999,0,0,1,0,6,0,0,0,True,0,0,1,0,6,0,0,0,True,0,0,1,0,6,0,0,0,True,0,0,1,0,6,0,0,0,True,0,0,1,0,6,0,0,0,True
DAMIMAS_A21B_0514,train,22,4,0,0,0,0,0,0,15,9,4,7,5,3,0.6818181818181818,0.3181818181818182,0.007777212855090909,0.013733614375000001,0.0034246201302000003,0,0,0,0,8,-1,4,-1,True,0,0,0,0,8,-1,4,-1,True,0,0,0,0,8,-1,4,-1,True,0,0,0,0,8,-1,4,-1,True,0,0,0,0,8,-1,4,-1,True
DAMIMAS_A21B_0515,train,24,4,4,2,2,8,4,2,9,5,3,3,2,1,0.375,0.125,0.009373896289041667,0.0148727634636,0.005506765,2,0,5,1,5,0,2,0,True,2,0,4,0,5,0,2,0,True,2,0,4,0,5,0,2,0,True,2,0,4,0,5,0,2,0,True,2,0,4,0,5,0,2,0,True
DAMIMAS_A21B_0516,val,14,4,2,1,1,4,2,2,4,2,2,4,2,1,0.2857142857142857,0.2857142857142857,0.010434046689000002,0.014159950651100001,0.0066902793228,1,0,2,0,2,0,2,0,True,1,0,2,0,2,0,2,0,True,1,0,2,0,2,0,2,0,True,1,0,2,0,2,0,2,0,True,1,0,2,0,2,0,2,0,True
DAMIMAS_A21B_0517,train,22,4,4,2,2,1,1,1,10,6,4,7,4,2,0.45454545454545453,0.3181818181818182,0.008636258877863635,0.013614254375000003,0.0034729097396,2,0,1,0,5,-1,4,0,True,2,0,1,0,5,-1,4,0,True,2,0,1,0,5,-1,4,0,True,2,0,1,0,5,-1,4,0,True,2,0,1,0,5,-1,4,0,True
DAMIMAS_A21B_0518,val,29,4,2,1,1,4,2,2,13,7,4,10,6,3,0.4482758620689655,0.3448275862068966,0.009719315741724138,0.013748792448,0.005213185885399999,1,0,2,0,7,0,6,0,True,1,0,2,0,7,0,6,0,True,1,0,2,0,7,0,6,0,True,1,0,2,0,7,0,5,-1,True,1,0,2,0,7,0,5,-1,True
DAMIMAS_A21B_0519,test,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,0,True
DAMIMAS_A21B_0520,train,16,4,5,2,2,4,2,2,4,2,1,3,2,1,0.25,0.1875,0.014849597200500001,0.021184128125,0.0075114296875000005,2,0,2,0,2,0,2,0,True,2,0,2,0,2,0,2,0,True,3,1,2,0,2,0,2,0,True,3,1,2,0,2,0,2,0,True,3,1,2,0,2,0,2,0,True
DAMIMAS_A21B_0521,val,17,4,2,1,1,5,3,2,4,2,2,6,3,2,0.23529411764705882,0.35294117647058826,0.009478433946117646,0.0175361779688,0.00238671,1,0,3,0,2,0,3,0,True,1,0,3,0,2,0,3,0,True,1,0,3,0,2,0,3,0,True,1,0,3,0,2,0,3,0,True,1,0,3,0,2,0,3,0,True
DAMIMAS_A21B_0522,train,16,4,0,0,0,8,6,3,5,3,2,3,2,2,0.3125,0.1875,0.007582606722,0.012068703776,0.0037597772135000004,0,0,4,-2,3,0,2,0,False,0,0,4,-2,3,0,2,0,False,0,0,4,-2,3,0,2,0,False,0,0,4,-2,3,0,2,0,False,0,0,4,-2,3,0,2,0,False
DAMIMAS_A21B_0523,train,23,4,4,2,2,12,8,4,5,3,2,2,1,1,0.21739130434782608,0.08695652173913043,0.007162868704695652,0.013590300625,0.0024782066146,2,0,7,-1,3,0,1,0,True,2,0,6,-2,3,0,1,0,False,2,0,6,-2,3,0,1,0,False,2,0,6,-2,3,0,1,0,False,2,0,6,-2,3,0,1,0,False
DAMIMAS_A21B_0524,train,22,4,4,2,2,4,2,2,6,3,2,8,6,4,0.2727272727272727,0.36363636363636365,0.01151518578359091,0.014366347447900003,0.0078992950259,2,0,2,0,3,0,5,-1,True,2,0,2,0,3,0,4,-2,False,2,0,2,0,3,0,4,-2,False,2,0,2,0,3,0,4,-2,False,2,0,2,0,3,0,4,-2,False
DAMIMAS_A21B_0525,test,13,4,2,1,1,3,2,2,8,5,3,0,0,0,0.6153846153846154,0.0,0.008559850060153846,0.0123209052084,0.0038004728646,1,0,2,0,4,-1,0,0,True,1,0,2,0,4,-1,0,0,True,1,0,2,0,4,-1,0,0,True,1,0,2,0,4,-1,0,0,True,1,0,2,0,4,-1,0,0,True
DAMIMAS_A21B_0526,train,21,4,0,0,0,1,1,1,19,10,5,1,1,1,0.9047619047619048,0.047619047619047616,0.007280109499,0.013404850521,0.0032193994789999998,0,0,1,0,10,0,1,0,True,0,0,1,0,10,0,1,0,True,0,0,1,0,10,0,1,0,True,0,0,1,0,10,0,1,0,True,0,0,1,0,10,0,1,0,True
DAMIMAS_A21B_0527,train,15,4,0,0,0,7,4,2,8,5,3,0,0,0,0.5333333333333333,0.0,0.0105342938368,0.0180306267708,0.005063138020800001,0,0,4,0,4,-1,0,0,True,0,0,4,0,4,-1,0,0,True,0,0,4,0,4,-1,0,0,True,0,0,4,0,4,-1,0,0,True,0,0,4,0,4,-1,0,0,True
DAMIMAS_A21B_0528,train,2,2,0,0,0,2,1,1,0,0,0,0,0,0,0.0,0.0,0.0167452178385,0.0170138175261,0.0164766181509,0,0,1,0,0,0,0,0,True,0,0,1,0,0,0,0,0,True,0,0,1,0,0,0,0,0,True,0,0,1,0,0,0,0,0,True,0,0,1,0,0,0,0,0,True
DAMIMAS_A21B_0529,train,17,4,0,0,0,0,0,0,11,7,3,6,3,2,0.6470588235294118,0.35294117647058826,0.011346479856,0.0170108234376,0.0043647340104,0,0,0,0,6,-1,3,0,True,0,0,0,0,6,-1,3,0,True,0,0,0,0,6,-1,3,0,True,0,0,0,0,6,-1,3,0,True,0,0,0,0,6,-1,3,0,True
DAMIMAS_A21B_0530,test,25,4,4,2,1,4,2,1,10,6,3,7,5,3,0.4,0.28,0.00977107322916,0.015018227500000002,0.0056261443228,2,0,2,0,6,0,4,-1,True,2,0,2,0,5,-1,4,-1,True,2,0,2,0,5,-1,4,-1,True,2,0,2,0,5,-1,4,-1,True,2,0,2,0,5,-1,4,-1,True
DAMIMAS_A21B_0531,train,27,4,4,2,2,9,5,3,11,5,3,3,2,1,0.4074074074074074,0.1111111111111111,0.008356303964111113,0.013694022031200005,0.0028474861980000003,2,0,5,0,7,2,2,0,False,2,0,5,0,6,1,2,0,True,2,0,5,0,6,1,2,0,True,2,0,5,0,6,1,2,0,True,2,0,5,0,6,1,2,0,True
DAMIMAS_A21B_0532,train,20,4,5,2,2,3,2,1,10,6,3,2,1,1,0.5,0.1,0.012453193802049999,0.018381765911400005,0.008650372838399999,3,1,2,0,5,-1,1,0,True,3,1,2,0,5,-1,1,0,True,3,1,2,0,5,-1,1,0,True,3,1,2,0,5,-1,1,0,True,3,1,2,0,5,-1,1,0,True
DAMIMAS_A21B_0533,val,22,4,1,1,1,4,2,2,12,7,4,5,3,2,0.5454545454545454,0.22727272727272727,0.00871381247631818,0.014854455000000003,0.0044071941407,1,0,2,0,6,-1,3,0,True,1,0,2,0,6,-1,3,0,True,1,0,2,0,6,-1,3,0,True,1,0,2,0,6,-1,3,0,True,1,0,2,0,6,-1,3,0,True
DAMIMAS_A21B_0534,train,19,4,3,1,1,2,1,1,8,4,3,6,3,2,0.42105263157894735,0.3157894736842105,0.009681421724210526,0.015517596041599998,0.0039547170314,2,1,1,0,4,0,4,1,True,2,1,1,0,4,0,3,0,True,2,1,1,0,4,0,3,0,True,2,1,1,0,4,0,3,0,True,2,1,1,0,4,0,3,0,True
DAMIMAS_A21B_0535,train,19,4,7,3,2,5,3,2,5,3,2,2,1,1,0.2631578947368421,0.10526315789473684,0.009787650781210527,0.015803578593599998,0.0042877792708,4,1,3,0,3,0,1,0,True,4,1,3,0,3,0,1,0,True,4,1,3,0,3,0,1,0,True,4,1,3,0,3,0,1,0,True,4,1,3,0,3,0,1,0,True
DAMIMAS_A21B_0536,test,17,4,4,2,2,3,2,1,6,4,2,4,2,2,0.35294117647058826,0.23529411764705882,0.014534941651352943,0.0218138814584,0.007604789999999999,2,0,2,0,3,-1,2,0,True,2,0,2,0,3,-1,2,0,True,2,0,2,0,3,-1,2,0,True,2,0,2,0,3,-1,2,0,True,2,0,2,0,3,-1,2,0,True
DAMIMAS_A21B_0537,val,17,4,3,1,1,1,1,1,12,6,3,1,1,1,0.7058823529411765,0.058823529411764705,0.008871883716294118,0.0134143472916,0.0044355254166,1,0,1,0,6,0,1,0,True,1,0,1,0,6,0,1,0,True,2,1,1,0,6,0,1,0,True,2,1,1,0,6,0,1,0,True,2,1,1,0,6,0,1,0,True
DAMIMAS_A21B_0538,train,24,4,0,0,0,4,2,2,11,6,4,9,5,3,0.4583333333333333,0.375,0.006898133691416668,0.0128607125,0.0035746015885999996,0,0,2,0,6,0,5,0,True,0,0,2,0,6,0,5,0,True,0,0,2,0,6,0,5,0,True,0,0,2,0,6,0,5,0,True,0,0,2,0,6,0,5,0,True
DAMIMAS_A21B_0539,train,28,4,7,4,2,6,3,2,11,5,3,4,3,1,0.39285714285714285,0.14285714285714285,0.006449028218000002,0.0106870135156,0.0031901368230000003,4,0,4,1,7,2,3,0,False,4,0,3,0,6,1,2,-1,True,4,0,3,0,6,1,2,-1,True,4,0,3,0,6,1,2,-1,True,4,0,3,0,6,1,2,-1,True
DAMIMAS_A21B_0540,train,18,4,7,3,2,0,0,0,6,3,2,5,3,2,0.3333333333333333,0.2777777777777778,0.012588709085666668,0.018509427161400003,0.0056379677344,4,1,0,0,3,0,3,0,True,4,1,0,0,3,0,3,0,True,4,1,0,0,3,0,3,0,True,4,1,0,0,3,0,3,0,True,4,1,0,0,3,0,3,0,True
DAMIMAS_A21B_0541,test,14,4,4,2,1,2,1,1,5,3,2,3,2,2,0.35714285714285715,0.21428571428571427,0.013062930133928568,0.019195335078100003,0.0059469866406,2,0,1,0,3,0,2,0,True,2,0,1,0,3,0,2,0,True,2,0,1,0,3,0,2,0,True,2,0,1,0,3,0,2,0,True,2,0,1,0,3,0,2,0,True
DAMIMAS_A21B_0542,train,25,4,4,2,2,3,2,1,10,5,3,8,4,3,0.4,0.32,0.00635638562496,0.0118759933332,0.0014682620312000002,2,0,2,0,6,1,5,1,True,2,0,2,0,5,0,4,0,True,2,0,2,0,5,0,4,0,True,2,0,2,0,5,0,4,0,True,2,0,2,0,5,0,4,0,True
DAMIMAS_A21B_0543,train,10,4,4,2,2,3,2,1,3,2,1,0,0,0,0.3,0.0,0.0095343405208,0.013772463359299998,0.005950865156399999,2,0,2,0,2,0,0,0,True,2,0,2,0,2,0,0,0,True,2,0,2,0,2,0,0,0,True,2,0,2,0,2,0,0,0,True,2,0,2,0,2,0,0,0,True
