tree_id,split,n_dets,n_sides,b3frac,naive_B1,naive_B2,naive_B3,naive_B4,gt_B1,gt_B2,gt_B3,gt_B4,M31_B1,M31_B2,M31_B3,M31_B4,M31_err_B1,M31_err_B2,M31_err_B3,M31_err_B4,M31_within1,M30_sa_within1,M30_sa_B1,M30_sa_B2,M30_sa_B3,M30_sa_B4,vis_within1,vis_B1,vis_B2,vis_B3,vis_B4,sid_within1,sid_B1,sid_B2,sid_B3,sid_B4,gmb_within1,gmb_B1,gmb_B2,gmb_B3,gmb_B4,med_within1,med_B1,med_B2,med_B3,med_B4,adp_within1,adp_B1,adp_B2,adp_B3,adp_B4
DAMIMAS_A21B_0220,test,9,4,0.5555555555555556,0,4,5,0,0,2,3,0,0,2,3,0,0,0,0,0,True,True,0,2,3,0,True,0,2,3,0,True,0,2,3,0,True,0,2,3,0,True,0,2,3,0,True,0,2,3,0
DAMIMAS_A21B_0221,test,25,4,0.4,4,6,10,5,2,4,7,4,2,4,6,3,0,0,-1,-1,True,False,2,3,5,3,False,2,3,5,3,False,2,3,5,3,False,2,3,5,3,False,2,3,5,3,True,2,4,6,3
DAMIMAS_A21B_0222,test,21,4,0.42857142857142855,2,2,9,8,1,1,5,5,1,1,5,4,0,0,0,-1,True,True,1,1,5,5,True,1,1,5,4,True,1,1,5,4,True,1,1,5,4,True,1,1,5,4,True,1,1,5,5
DAMIMAS_A21B_0223,test,16,4,0.6875,1,4,11,0,1,3,7,0,1,2,6,0,0,-1,-1,0,True,True,1,2,6,0,True,1,2,6,0,True,1,2,6,0,True,1,2,6,0,True,1,2,6,0,True,0,2,6,0
DAMIMAS_A21B_0224,test,21,4,0.42857142857142855,3,5,9,4,1,2,5,2,2,3,5,2,1,1,0,0,True,True,2,2,5,2,True,2,3,5,2,True,2,3,5,2,True,2,3,5,2,True,2,3,5,2,True,2,3,5,2
DAMIMAS_A21B_0225,test,12,4,0.6666666666666666,2,2,8,0,1,1,4,0,1,1,4,0,0,0,0,0,True,True,1,1,4,0,True,1,1,4,0,True,1,1,4,0,True,1,1,4,0,True,1,1,4,0,True,1,1,4,0
DAMIMAS_A21B_0226,test,16,4,0.625,0,0,10,6,0,0,6,3,0,0,5,3,0,0,-1,0,True,True,0,0,5,4,True,0,0,5,3,True,0,0,5,3,True,0,0,5,3,True,0,0,5,3,True,0,0,5,4
DAMIMAS_A21B_0227,test,10,4,0.2,1,0,2,7,1,0,1,5,1,0,1,4,0,0,0,-1,True,True,1,0,1,4,True,1,0,1,4,True,1,0,1,4,True,1,0,1,4,True,1,0,1,4,True,0,0,1,4
DAMIMAS_A21B_0228,test,17,4,0.29411764705882354,3,3,5,6,2,2,3,4,1,2,3,4,-1,0,0,0,True,True,2,2,3,4,True,2,2,3,3,True,2,2,3,3,True,1,2,3,3,True,2,2,3,3,True,1,2,3,4
DAMIMAS_A21B_0229,test,22,4,0.6363636363636364,4,0,14,4,2,0,7,2,2,0,7,2,0,0,0,0,True,True,2,0,8,2,True,2,0,7,2,True,2,0,7,2,True,2,0,7,2,True,2,0,7,2,True,2,0,8,2
DAMIMAS_A21B_0230,train,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0,0,True,0,0,0,0,True,0,0,0,0,True,0,0,0,0,True,0,0,0,0,True,0,0,0,0
DAMIMAS_A21B_0231,train,16,4,0.625,0,0,10,6,0,0,5,3,0,0,5,3,0,0,0,0,True,True,0,0,5,4,True,0,0,5,3,True,0,0,5,3,True,0,0,5,3,True,0,0,5,3,True,0,0,5,4
DAMIMAS_A21B_0232,test,9,3,0.4444444444444444,0,0,4,5,0,0,2,4,0,0,2,4,0,0,0,0,True,True,0,0,2,4,True,0,0,2,3,True,0,0,2,4,True,0,0,2,4,True,0,0,2,4,True,0,0,2,3
DAMIMAS_A21B_0233,test,23,4,0.6521739130434783,0,0,15,8,0,0,9,4,0,0,8,4,0,0,-1,0,True,True,0,0,8,5,True,0,0,8,4,True,0,0,8,4,True,0,0,8,4,True,0,0,8,4,True,0,0,9,5
DAMIMAS_A21B_0234,test,15,4,0.6666666666666666,0,0,10,5,0,0,6,5,0,0,5,3,0,0,-1,-2,False,False,0,0,5,3,False,0,0,5,3,False,0,0,5,3,False,0,0,5,3,False,0,0,5,3,False,0,0,5,3
DAMIMAS_A21B_0235,test,23,4,0.6956521739130435,0,6,16,1,0,3,8,1,0,3,8,1,0,0,0,0,True,True,0,3,9,1,True,0,3,8,1,True,0,3,8,1,True,0,3,8,1,True,0,3,8,1,True,0,3,9,1
DAMIMAS_A21B_0236,test,26,4,0.6153846153846154,0,6,16,4,0,3,8,3,0,3,9,2,0,0,1,-1,True,True,0,3,9,2,True,0,3,9,2,True,0,3,9,2,True,0,3,9,2,True,0,3,9,2,True,0,4,9,3
DAMIMAS_A21B_0237,test,20,4,0.45,3,6,9,2,1,2,3,1,2,3,5,1,1,1,2,0,False,False,2,3,5,1,False,2,3,5,1,False,2,3,5,1,False,2,3,5,1,False,2,3,5,1,False,2,3,5,1
DAMIMAS_A21B_0238,test,22,4,0.5,4,2,11,5,2,1,6,3,2,1,6,3,0,0,0,0,True,True,2,1,6,3,True,2,1,6,3,True,2,1,6,3,True,2,1,6,3,True,2,1,6,3,True,2,1,6,3
DAMIMAS_A21B_0239,test,16,4,0.5,0,8,8,0,0,4,4,0,0,4,4,0,0,0,0,0,True,True,0,4,4,0,True,0,4,4,0,True,0,4,4,0,True,0,4,4,0,True,0,4,4,0,True,0,4,4,0
DAMIMAS_A21B_0240,train,14,4,0.21428571428571427,0,10,3,1,0,5,2,1,0,5,2,1,0,0,0,0,True,True,0,5,2,1,True,0,5,2,1,True,0,5,2,1,True,0,5,2,1,True,0,5,2,1,True,0,5,2,1
DAMIMAS_A21B_0241,val,16,4,0.625,2,4,10,0,1,2,5,0,1,2,5,0,0,0,0,0,True,True,1,2,5,0,True,1,2,5,0,True,1,2,5,0,True,1,2,5,0,True,1,2,5,0,True,1,2,5,0
DAMIMAS_A21B_0242,train,15,4,0.6,0,4,9,2,0,2,5,1,0,2,5,1,0,0,0,0,True,True,0,2,5,1,True,0,2,5,1,True,0,2,5,1,True,0,2,5,1,True,0,2,5,1,True,0,2,5,1
DAMIMAS_A21B_0243,val,22,4,0.2727272727272727,3,12,6,1,1,4,3,1,2,7,3,1,1,3,0,0,False,False,2,6,3,1,False,2,6,3,1,False,2,6,3,1,False,2,6,3,1,False,2,6,3,1,False,2,7,3,1
DAMIMAS_A21B_0244,train,15,4,0.0,0,0,0,15,0,0,0,7,0,0,0,8,0,0,0,1,True,False,0,0,0,9,True,0,0,0,8,True,0,0,0,8,True,0,0,0,8,True,0,0,0,8,False,0,0,0,9
DAMIMAS_A21B_0245,train,10,4,0.4,0,0,4,6,0,0,3,2,0,0,2,3,0,0,-1,1,True,False,0,0,2,4,True,0,0,2,3,True,0,0,2,3,True,0,0,2,3,True,0,0,2,3,True,0,0,2,3
DAMIMAS_A21B_0246,test,22,4,0.36363636363636365,0,8,8,6,0,6,6,4,0,4,4,3,0,-2,-2,-1,False,False,0,4,4,4,False,0,4,4,3,False,0,4,4,3,False,0,4,4,3,False,0,4,4,3,True,0,5,5,4
DAMIMAS_A21B_0247,test,20,4,0.5,4,6,10,0,2,3,5,0,2,3,5,0,0,0,0,0,True,True,2,3,5,0,True,2,3,5,0,True,2,3,5,0,True,2,3,5,0,True,2,3,5,0,True,2,3,6,0
DAMIMAS_A21B_0248,train,18,4,0.5555555555555556,0,3,10,5,0,2,5,4,0,2,5,3,0,0,0,-1,True,True,0,2,5,3,True,0,2,5,3,True,0,2,5,3,True,0,2,5,3,True,0,2,5,3,True,0,2,6,3
DAMIMAS_A21B_0249,train,18,4,0.9444444444444444,0,1,17,0,0,1,9,0,0,1,9,0,0,0,0,0,True,True,0,1,9,0,True,0,1,9,0,True,0,1,9,0,True,0,1,9,0,True,0,1,9,0,True,0,1,9,0
DAMIMAS_A21B_0250,test,30,4,0.43333333333333335,3,1,13,13,2,1,8,8,2,1,7,8,0,0,-1,0,True,True,2,1,7,8,True,2,1,7,7,True,2,1,7,7,True,2,1,7,8,True,2,1,7,7,True,2,1,8,9
DAMIMAS_A21B_0251,train,22,4,0.45454545454545453,2,6,10,4,1,4,6,2,1,3,5,2,0,-1,-1,0,True,True,1,3,5,2,True,1,3,5,2,True,1,3,5,2,True,1,3,5,2,True,1,3,5,2,True,1,3,6,2
DAMIMAS_A21B_0252,train,15,4,0.7333333333333333,0,2,11,2,0,2,6,2,0,1,6,2,0,-1,0,0,True,True,0,1,6,2,True,0,1,6,1,True,0,1,6,2,True,0,1,6,2,True,0,1,6,2,True,0,1,6,1
DAMIMAS_A21B_0253,train,11,4,0.6363636363636364,0,4,7,0,0,2,4,0,0,2,4,0,0,0,0,0,True,True,0,2,4,0,True,0,2,4,0,True,0,2,4,0,True,0,2,4,0,True,0,2,4,0,True,0,2,4,0
DAMIMAS_A21B_0254,test,20,4,0.45,0,5,9,6,0,2,6,3,0,3,5,3,0,1,-1,0,True,True,0,2,5,4,True,0,3,5,3,True,0,3,5,3,True,0,3,5,3,True,0,3,5,3,True,0,3,5,4
DAMIMAS_A21B_0255,train,17,4,0.6470588235294118,1,3,11,2,1,2,6,1,1,2,6,1,0,0,0,0,True,True,1,2,6,1,True,1,2,6,1,True,1,2,6,1,True,1,2,6,1,True,1,2,6,1,True,0,2,6,1
DAMIMAS_A21B_0256,train,3,3,1.0,0,0,3,0,0,0,2,0,0,0,1,0,0,0,-1,0,True,True,0,0,2,0,True,0,0,2,0,True,0,0,2,0,True,0,0,1,0,True,0,0,2,0,True,0,0,1,0
DAMIMAS_A21B_0257,train,18,4,0.5,2,6,9,1,1,4,7,1,1,3,5,1,0,-1,-2,0,False,False,1,3,5,1,False,1,3,5,1,False,1,3,5,1,False,1,3,5,1,False,1,3,5,1,False,1,3,5,1
DAMIMAS_A21B_0258,train,17,4,0.5882352941176471,0,4,10,3,0,2,7,2,0,2,5,2,0,0,-2,0,False,False,0,2,5,2,False,0,2,5,2,False,0,2,5,2,False,0,2,5,2,False,0,2,5,2,True,0,2,6,2
DAMIMAS_A21B_0259,train,18,4,0.2777777777777778,2,11,5,0,1,8,3,0,1,6,3,0,0,-2,0,0,False,False,1,6,3,0,False,1,6,3,0,False,1,6,3,0,False,1,6,3,0,False,1,6,3,0,False,1,6,3,0
DAMIMAS_A21B_0260,train,20,4,0.3,2,10,6,2,1,5,3,2,1,5,3,1,0,0,0,-1,True,True,1,5,3,1,True,1,5,3,1,True,1,5,3,1,True,1,5,3,1,True,1,5,3,1,True,1,6,3,1
DAMIMAS_A21B_0261,train,27,4,0.25925925925925924,6,8,7,6,3,5,5,3,3,5,4,4,0,0,-1,1,True,True,3,4,4,4,True,3,4,4,3,True,3,4,4,3,True,3,4,4,3,True,3,4,4,3,True,3,5,4,4
DAMIMAS_A21B_0262,train,24,4,0.5833333333333334,4,3,14,3,2,2,7,2,2,2,8,2,0,0,1,0,True,True,2,2,8,2,True,2,2,8,2,True,2,2,8,2,True,2,2,8,2,True,2,2,8,2,True,2,2,8,2
DAMIMAS_A21B_0263,val,21,4,0.23809523809523808,0,14,5,2,0,7,3,1,0,7,3,1,0,0,0,0,True,True,0,7,3,1,True,0,7,3,1,True,0,7,3,1,True,0,7,3,1,True,0,7,3,1,True,0,8,3,1
DAMIMAS_A21B_0264,train,22,4,0.5909090909090909,6,3,13,0,3,2,7,0,3,2,7,0,0,0,0,0,True,True,3,2,7,0,True,3,2,7,0,True,3,2,7,0,True,3,2,7,0,True,3,2,7,0,True,3,2,7,0
DAMIMAS_A21B_0265,train,22,4,0.6818181818181818,2,3,15,2,1,2,8,1,1,2,8,1,0,0,0,0,True,True,1,2,8,1,True,1,2,8,1,True,1,2,8,1,True,1,2,8,1,True,1,2,8,1,True,1,2,9,1
DAMIMAS_A21B_0266,train,21,4,0.7142857142857143,4,2,15,0,2,1,9,0,2,1,8,0,0,0,-1,0,True,True,2,1,8,0,True,2,1,8,0,True,2,1,8,0,True,2,1,8,0,True,2,1,8,0,True,2,1,9,0
DAMIMAS_A21B_0267,train,21,4,0.3333333333333333,3,8,7,3,1,5,4,2,2,5,4,2,1,0,0,0,True,True,2,4,4,2,True,2,4,4,2,True,2,4,4,2,True,2,4,4,2,True,2,4,4,2,True,2,5,4,2
DAMIMAS_A21B_0268,train,28,4,0.25,4,8,7,9,2,6,5,6,2,5,4,6,0,-1,-1,0,True,False,2,4,4,6,False,2,4,4,5,False,2,4,4,5,False,2,4,4,5,False,2,4,4,5,True,2,5,4,6
DAMIMAS_A21B_0269,train,11,4,1.0,0,0,11,0,0,0,5,0,0,0,6,0,0,0,1,0,True,True,0,0,6,0,True,0,0,6,0,True,0,0,6,0,True,0,0,6,0,True,0,0,6,0,True,0,0,6,0
DAMIMAS_A21B_0270,test,16,4,0.6875,2,3,11,0,1,2,7,0,1,2,6,0,0,0,-1,0,True,True,1,2,6,0,True,1,2,6,0,True,1,2,6,0,True,1,2,6,0,True,1,2,6,0,True,1,2,6,0
DAMIMAS_A21B_0271,test,22,4,0.45454545454545453,0,9,10,3,0,6,6,3,0,5,5,2,0,-1,-1,-1,True,False,0,4,5,2,True,0,5,5,2,True,0,5,5,2,True,0,5,5,2,True,0,5,5,2,True,0,5,6,2
DAMIMAS_A21B_0272,val,17,4,0.5294117647058824,2,3,9,3,1,1,5,2,1,2,5,2,0,1,0,0,True,True,1,2,5,2,True,1,2,5,2,True,1,2,5,2,True,1,2,5,2,True,1,2,5,2,True,1,2,5,2
DAMIMAS_A21B_0273,train,16,4,0.875,0,2,14,0,0,1,6,0,0,1,7,0,0,0,1,0,True,False,0,1,8,0,True,0,1,7,0,True,0,1,7,0,True,0,1,7,0,True,0,1,7,0,False,0,1,8,0
DAMIMAS_A21B_0274,train,20,4,0.75,0,1,15,4,0,1,8,3,0,1,8,2,0,0,0,-1,True,True,0,1,8,2,True,0,1,8,2,True,0,1,8,2,True,0,1,8,2,True,0,1,8,2,True,0,1,8,2
DAMIMAS_A21B_0275,test,26,4,0.5,5,6,13,2,3,4,8,2,3,3,7,1,0,-1,-1,-1,True,True,2,3,7,1,True,3,3,7,1,True,3,3,7,1,True,3,3,7,1,True,3,3,7,1,True,3,4,8,1
DAMIMAS_A21B_0276,train,10,4,0.5,3,2,5,0,1,1,3,0,1,1,3,0,0,0,0,0,True,True,2,1,3,0,True,2,1,3,0,True,2,1,3,0,True,1,1,3,0,True,2,1,3,0,True,1,1,3,0
DAMIMAS_A21B_0277,val,17,4,0.47058823529411764,3,6,8,0,1,3,5,0,1,3,4,0,0,0,-1,0,True,True,2,3,4,0,True,2,3,4,0,True,2,3,4,0,True,1,3,4,0,True,2,3,4,0,True,1,3,4,0
DAMIMAS_A21B_0278,val,20,4,0.4,5,7,8,0,2,4,6,0,3,4,5,0,1,0,-1,0,True,False,2,4,4,0,False,3,4,4,0,False,3,4,4,0,False,3,4,4,0,False,3,4,4,0,True,3,4,5,0
DAMIMAS_A21B_0279,test,25,4,0.6,0,8,15,2,0,5,9,1,0,4,8,1,0,-1,-1,0,True,True,0,4,8,1,True,0,4,8,1,True,0,4,8,1,True,0,4,8,1,True,0,4,8,1,True,0,5,9,1
DAMIMAS_A21B_0280,test,20,4,0.3,4,4,6,6,2,3,4,4,2,2,3,4,0,-1,-1,0,True,True,2,2,3,4,True,2,2,3,3,True,2,2,3,3,True,2,2,3,3,True,2,2,3,3,True,2,2,3,4
DAMIMAS_A21B_0281,train,23,4,0.6521739130434783,0,0,15,8,0,0,10,5,0,0,8,4,0,0,-2,-1,False,False,0,0,8,5,False,0,0,8,4,False,0,0,8,4,False,0,0,8,4,False,0,0,8,4,True,0,0,9,5
DAMIMAS_A21B_0282,train,18,4,0.5555555555555556,8,0,10,0,4,0,6,0,4,0,5,0,0,0,-1,0,True,True,4,0,5,0,True,4,0,5,0,True,4,0,5,0,True,4,0,5,0,True,4,0,5,0,True,4,0,6,0
DAMIMAS_A21B_0283,val,20,4,0.65,4,1,13,2,2,1,7,1,2,1,7,1,0,0,0,0,True,True,2,1,7,1,True,2,1,7,1,True,2,1,7,1,True,2,1,7,1,True,2,1,7,1,True,2,1,7,1
DAMIMAS_A21B_0284,test,16,4,0.375,2,5,6,3,1,2,3,1,1,3,3,2,0,1,0,1,True,True,1,2,3,2,True,1,3,3,2,True,1,3,3,2,True,1,3,3,2,True,1,3,3,2,True,1,3,3,2
DAMIMAS_A21B_0285,train,32,4,0.375,8,4,12,8,4,2,7,5,5,3,7,5,1,1,0,0,True,True,4,2,6,5,True,4,2,6,4,True,4,2,6,4,True,4,2,6,4,True,4,2,6,4,True,5,3,7,5
DAMIMAS_A21B_0286,train,19,4,0.42105263157894735,3,5,8,3,1,3,5,1,2,3,4,2,1,0,-1,1,True,True,2,2,4,2,True,2,3,4,2,True,2,3,4,2,True,2,3,4,2,True,2,3,4,2,True,2,3,4,2
DAMIMAS_A21B_0287,train,14,4,0.0,6,8,0,0,2,3,0,0,3,4,0,0,1,1,0,0,True,True,3,4,0,0,True,3,4,0,0,True,3,4,0,0,True,3,4,0,0,True,3,4,0,0,True,3,4,0,0
DAMIMAS_A21B_0288,test,21,4,0.5238095238095238,1,3,11,6,1,2,6,4,1,2,6,3,0,0,0,-1,True,True,1,2,6,4,True,1,2,6,3,True,1,2,6,3,True,1,2,6,3,True,1,2,6,3,True,1,2,6,4
DAMIMAS_A21B_0289,val,14,4,0.6428571428571429,2,3,9,0,1,2,7,0,1,2,5,0,0,0,-2,0,False,False,1,2,5,0,False,1,2,5,0,False,1,2,5,0,False,1,2,5,0,False,1,2,5,0,False,1,2,5,0
DAMIMAS_A21B_0290,train,15,4,0.9333333333333333,0,1,14,0,0,1,7,0,0,1,7,0,0,0,0,0,True,True,0,1,8,0,True,0,1,7,0,True,0,1,7,0,True,0,1,7,0,True,0,1,7,0,True,0,1,8,0
DAMIMAS_A21B_0291,train,23,4,0.2608695652173913,5,8,6,4,3,5,5,3,3,5,3,3,0,0,-2,0,False,False,2,4,3,2,False,3,4,3,2,False,3,4,3,2,False,3,4,3,2,False,3,4,3,2,False,3,5,3,3
DAMIMAS_A21B_0292,train,24,4,0.5833333333333334,0,5,14,5,0,3,7,4,0,3,7,3,0,0,0,-1,True,True,0,2,8,3,True,0,3,7,3,True,0,3,7,3,True,0,3,7,3,True,0,3,7,3,True,0,3,8,3
DAMIMAS_A21B_0293,train,18,3,0.5555555555555556,0,2,10,6,0,2,7,4,0,1,5,3,0,-1,-2,-1,False,False,0,1,5,4,False,0,1,5,3,False,0,1,5,3,False,0,1,5,3,False,0,1,5,3,True,0,1,6,4
DAMIMAS_A21B_0294,test,24,4,0.7083333333333334,0,4,17,3,0,2,10,3,0,2,9,2,0,0,-1,-1,True,True,0,2,9,2,True,0,2,9,2,True,0,2,9,2,True,0,2,9,2,True,0,2,9,2,True,0,2,10,2
DAMIMAS_A21B_0295,train,17,4,0.6470588235294118,0,4,11,2,0,3,7,2,0,2,6,1,0,-1,-1,-1,True,True,0,2,6,1,True,0,2,6,1,True,0,2,6,1,True,0,2,6,1,True,0,2,6,1,True,0,2,6,1
DAMIMAS_A21B_0296,test,11,4,0.09090909090909091,2,8,1,0,1,3,1,0,1,4,1,0,0,1,0,0,True,True,1,4,1,0,True,1,4,1,0,True,1,4,1,0,True,1,4,1,0,True,1,4,1,0,True,1,4,1,0
DAMIMAS_A21B_0297,train,17,4,0.7647058823529411,0,0,13,4,0,0,7,2,0,0,7,2,0,0,0,0,True,True,0,0,7,2,True,0,0,7,2,True,0,0,7,2,True,0,0,7,2,True,0,0,7,2,True,0,0,7,2
DAMIMAS_A21B_0298,train,22,4,0.5454545454545454,4,0,12,6,1,0,6,3,2,0,6,3,1,0,0,0,True,True,2,0,6,4,True,2,0,6,3,True,2,0,6,3,True,2,0,6,3,True,2,0,6,3,True,2,0,7,4
DAMIMAS_A21B_0299,train,18,4,0.6666666666666666,3,3,12,0,1,2,6,0,2,2,6,0,1,0,0,0,True,True,2,2,6,0,True,2,2,6,0,True,2,2,6,0,True,2,2,6,0,True,2,2,6,0,True,2,2,7,0
DAMIMAS_A21B_0300,train,13,4,0.7692307692307693,1,0,10,2,1,0,5,2,1,0,5,1,0,0,0,-1,True,True,1,0,5,1,True,1,0,5,1,True,1,0,5,1,True,1,0,5,1,True,1,0,5,1,True,0,0,5,1
DAMIMAS_A21B_0301,train,20,4,0.75,1,1,15,3,1,1,9,2,1,1,8,2,0,0,-1,0,True,True,1,1,8,2,True,1,1,9,2,True,1,1,9,2,True,1,1,8,2,True,1,1,9,2,True,1,1,8,2
DAMIMAS_A21B_0302,test,15,4,0.7333333333333333,3,1,11,0,1,1,7,0,1,1,6,0,0,0,-1,0,True,True,2,1,6,0,True,2,1,6,0,True,2,1,6,0,True,1,1,6,0,True,2,1,6,0,True,1,1,6,0
DAMIMAS_A21B_0303,train,21,4,1.0,0,0,21,0,0,0,10,0,0,0,11,0,0,0,1,0,True,True,0,0,11,0,True,0,0,11,0,True,0,0,11,0,True,0,0,11,0,True,0,0,11,0,False,0,0,12,0
DAMIMAS_A21B_0304,test,18,4,0.5,0,1,9,8,0,1,4,4,0,1,5,4,0,0,1,0,True,True,0,1,5,5,True,0,1,5,4,True,0,1,5,4,True,0,1,5,4,True,0,1,5,4,True,0,1,5,5
DAMIMAS_A21B_0305,train,25,4,0.44,4,6,11,4,2,4,6,2,2,4,6,3,0,0,0,1,True,True,2,3,6,2,True,2,3,6,2,True,2,3,6,2,True,2,3,6,2,True,2,3,6,2,True,2,4,6,3
DAMIMAS_A21B_0306,train,9,4,0.7777777777777778,2,0,7,0,1,0,4,0,1,0,4,0,0,0,0,0,True,True,1,0,4,0,True,1,0,4,0,True,1,0,4,0,True,1,0,4,0,True,1,0,4,0,True,1,0,4,0
DAMIMAS_A21B_0307,train,14,4,0.7142857142857143,3,1,10,0,1,1,5,0,1,1,5,0,0,0,0,0,True,True,2,1,5,0,True,2,1,5,0,True,2,1,5,0,True,1,1,5,0,True,2,1,5,0,True,1,1,5,0
DAMIMAS_A21B_0308,val,15,4,0.4,2,2,6,5,1,1,3,3,1,1,3,3,0,0,0,0,True,True,1,1,3,3,True,1,1,3,3,True,1,1,3,3,True,1,1,3,3,True,1,1,3,3,True,1,1,3,3
DAMIMAS_A21B_0309,train,18,4,0.4444444444444444,5,2,8,3,1,2,4,2,3,1,4,2,2,-1,0,0,False,True,2,1,4,2,False,3,1,4,2,False,3,1,4,2,False,3,1,4,2,False,3,1,4,2,False,3,1,4,2
DAMIMAS_A21B_0310,train,20,4,0.85,3,0,17,0,1,0,9,0,2,0,9,0,1,0,0,0,True,True,2,0,9,0,True,2,0,9,0,True,2,0,9,0,True,2,0,9,0,True,2,0,9,0,True,2,0,10,0
DAMIMAS_A21B_0311,val,9,4,0.8888888888888888,0,1,8,0,0,1,2,0,0,1,4,0,0,0,2,0,False,False,0,1,4,0,False,0,1,4,0,False,0,1,4,0,False,0,1,4,0,False,0,1,4,0,False,0,1,4,0
DAMIMAS_A21B_0312,train,18,4,0.6666666666666666,0,2,12,4,0,1,6,2,0,1,6,2,0,0,0,0,True,True,0,1,6,2,True,0,1,6,2,True,0,1,6,2,True,0,1,6,2,True,0,1,6,2,True,0,1,7,2
DAMIMAS_A21B_0313,train,23,4,0.5217391304347826,5,2,12,4,2,1,7,2,3,1,6,2,1,0,-1,0,True,True,2,1,6,2,True,3,1,6,2,True,3,1,6,2,True,3,1,6,2,True,3,1,6,2,True,3,1,7,3
DAMIMAS_A21B_0314,train,22,4,0.7272727272727273,0,3,16,3,0,1,8,2,0,2,9,2,0,1,1,0,True,True,0,2,9,2,True,0,2,9,2,True,0,2,9,2,True,0,2,9,2,True,0,2,9,2,True,0,2,9,2
DAMIMAS_A21B_0315,train,25,4,0.48,2,11,12,0,1,8,7,0,1,6,6,0,0,-2,-1,0,False,False,1,6,6,0,False,1,6,6,0,False,1,6,6,0,False,1,6,6,0,False,1,6,6,0,False,1,6,7,0
DAMIMAS_A21B_0316,train,24,4,0.5,2,4,12,6,1,2,6,4,1,2,6,3,0,0,0,-1,True,True,1,2,6,4,True,1,2,6,3,True,1,2,6,3,True,1,2,6,3,True,1,2,6,3,True,1,2,7,4
DAMIMAS_A21B_0317,train,14,4,0.7857142857142857,0,3,11,0,0,1,6,0,0,2,6,0,0,1,0,0,True,True,0,2,6,0,True,0,2,6,0,True,0,2,6,0,True,0,2,6,0,True,0,2,6,0,True,0,2,6,0
DAMIMAS_A21B_0318,train,19,4,0.7894736842105263,0,0,15,4,0,0,8,4,0,0,8,2,0,0,0,-2,False,False,0,0,8,2,False,0,0,8,2,False,0,0,8,2,False,0,0,8,2,False,0,0,8,2,False,0,0,8,2
DAMIMAS_A21B_0319,train,15,4,0.6666666666666666,0,5,10,0,0,2,4,0,0,3,5,0,0,1,1,0,True,True,0,2,5,0,True,0,3,5,0,True,0,3,5,0,True,0,3,5,0,True,0,3,5,0,True,0,3,5,0
DAMIMAS_A21B_0320,train,24,4,0.4583333333333333,6,3,11,4,3,3,6,4,3,2,6,2,0,-1,0,-2,False,False,3,2,6,2,False,3,2,6,2,False,3,2,6,2,False,3,2,6,2,False,3,2,6,2,True,3,2,6,3
DAMIMAS_A21B_0321,test,21,4,0.5238095238095238,5,4,11,1,2,4,6,1,3,2,6,1,1,-2,0,0,False,False,2,2,6,1,False,3,2,6,1,False,3,2,6,1,False,3,2,6,1,False,3,2,6,1,False,3,2,6,1
DAMIMAS_A21B_0322,train,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0,0,True,0,0,0,0,True,0,0,0,0,True,0,0,0,0,True,0,0,0,0,True,0,0,0,0
DAMIMAS_A21B_0323,test,13,4,1.0,0,0,13,0,0,0,3,0,0,0,7,0,0,0,4,0,False,False,0,0,7,0,False,0,0,7,0,False,0,0,7,0,False,0,0,7,0,False,0,0,7,0,False,0,0,7,0
DAMIMAS_A21B_0324,train,14,4,1.0,0,0,14,0,0,0,6,0,0,0,7,0,0,0,1,0,True,False,0,0,8,0,True,0,0,7,0,True,0,0,7,0,True,0,0,7,0,True,0,0,7,0,False,0,0,8,0
DAMIMAS_A21B_0325,test,17,4,0.5882352941176471,0,3,10,4,0,2,4,1,0,2,5,2,0,0,1,1,True,True,0,2,5,2,True,0,2,5,2,True,0,2,5,2,True,0,2,5,2,True,0,2,5,2,False,0,2,6,2
DAMIMAS_A21B_0326,train,10,4,0.7,0,0,7,3,0,0,5,2,0,0,4,2,0,0,-1,0,True,True,0,0,4,2,True,0,0,4,2,True,0,0,4,2,True,0,0,4,2,True,0,0,4,2,True,0,0,4,2
DAMIMAS_A21B_0327,train,12,4,0.6666666666666666,3,1,8,0,1,1,5,0,1,1,4,0,0,0,-1,0,True,True,2,1,4,0,True,2,1,4,0,True,2,1,4,0,True,1,1,4,0,True,2,1,4,0,True,1,1,4,0
DAMIMAS_A21B_0328,train,15,4,0.6,0,2,9,4,0,1,4,2,0,1,5,2,0,0,1,0,True,True,0,1,5,2,True,0,1,5,2,True,0,1,5,2,True,0,1,5,2,True,0,1,5,2,True,0,1,5,2
DAMIMAS_A21B_0329,train,8,4,0.5,4,0,4,0,1,0,2,0,2,0,2,0,1,0,0,0,True,True,2,0,2,0,True,2,0,2,0,True,2,0,2,0,True,2,0,2,0,True,2,0,2,0,True,2,0,2,0
DAMIMAS_A21B_0330,val,22,4,0.6818181818181818,5,2,15,0,2,1,8,0,3,1,8,0,1,0,0,0,True,True,2,1,8,0,True,3,1,8,0,True,3,1,8,0,True,3,1,8,0,True,3,1,8,0,True,3,1,9,0
