tree_id,split,varietas,num_sides,total_unique_bunches,B1,B2,B3,B4,total_detections,duplicates_linked
DAMIMAS_A21B_0680,train,DAMIMAS,4,17,0,3,11,3,30,13
DAMIMAS_A21B_0681,train,DAMIMAS,4,17,2,1,10,4,28,11
DAMIMAS_A21B_0682,val,DAMIMAS,4,13,3,2,3,5,25,12
DAMIMAS_A21B_0683,val,DAMIMAS,4,16,2,2,7,5,29,13
DAMIMAS_A21B_0684,val,DAMIMAS,4,15,1,2,10,2,27,12
DAMIMAS_A21B_0685,train,DAMIMAS,4,13,2,1,6,4,24,11
DAMIMAS_A21B_0686,train,DAMIMAS,4,13,3,2,6,2,24,11
DAMIMAS_A21B_0687,test,DAMIMAS,4,13,0,3,7,3,20,7
DAMIMAS_A21B_0688,train,DAMIMAS,4,15,2,1,8,4,24,9
DAMIMAS_A21B_0689,train,DAMIMAS,4,14,0,4,5,5,24,10
DAMIMAS_A21B_0690,train,DAMIMAS,4,8,1,1,2,4,16,8
DAMIMAS_A21B_0691,train,DAMIMAS,4,12,0,2,7,3,20,8
DAMIMAS_A21B_0692,train,DAMIMAS,4,9,1,2,5,1,17,8
DAMIMAS_A21B_0693,train,DAMIMAS,4,15,1,2,9,3,26,11
DAMIMAS_A21B_0694,train,DAMIMAS,4,8,2,0,6,0,14,6
DAMIMAS_A21B_0695,train,DAMIMAS,4,14,2,2,6,4,23,9
DAMIMAS_A21B_0696,train,DAMIMAS,4,11,0,1,7,3,21,10
DAMIMAS_A21B_0697,val,DAMIMAS,4,12,1,1,7,3,24,12
DAMIMAS_A21B_0698,train,DAMIMAS,4,12,3,0,5,4,21,9
DAMIMAS_A21B_0699,train,DAMIMAS,4,12,0,2,5,5,19,7
DAMIMAS_A21B_0700,train,DAMIMAS,4,11,3,2,3,3,20,9
DAMIMAS_A21B_0701,train,DAMIMAS,4,14,1,2,9,2,27,13
DAMIMAS_A21B_0702,train,DAMIMAS,4,8,1,0,5,2,18,10
DAMIMAS_A21B_0703,val,DAMIMAS,4,13,2,2,8,1,23,10
DAMIMAS_A21B_0704,train,DAMIMAS,4,13,0,3,6,4,26,13
DAMIMAS_A21B_0705,train,DAMIMAS,4,14,2,2,7,3,26,12
DAMIMAS_A21B_0706,test,DAMIMAS,4,12,3,0,5,4,24,12
DAMIMAS_A21B_0707,train,DAMIMAS,4,14,0,2,10,2,26,12
DAMIMAS_A21B_0708,val,DAMIMAS,4,14,1,2,7,4,28,14
DAMIMAS_A21B_0709,train,DAMIMAS,4,15,3,2,6,4,27,12
DAMIMAS_A21B_0710,train,DAMIMAS,4,12,3,2,5,2,25,13
DAMIMAS_A21B_0711,train,DAMIMAS,4,12,2,2,6,2,23,11
DAMIMAS_A21B_0712,test,DAMIMAS,4,12,1,2,7,2,24,12
DAMIMAS_A21B_0713,test,DAMIMAS,4,10,1,2,5,2,19,9
DAMIMAS_A21B_0714,train,DAMIMAS,4,14,0,3,5,6,26,12
DAMIMAS_A21B_0715,train,DAMIMAS,4,13,2,2,7,2,26,13
DAMIMAS_A21B_0716,test,DAMIMAS,4,14,1,2,9,2,28,14
DAMIMAS_A21B_0717,train,DAMIMAS,4,13,2,2,6,3,24,11
DAMIMAS_A21B_0718,test,DAMIMAS,4,13,3,2,4,4,25,12
DAMIMAS_A21B_0719,train,DAMIMAS,4,11,2,1,8,0,19,8
DAMIMAS_A21B_0720,train,DAMIMAS,4,13,3,0,9,1,25,12
DAMIMAS_A21B_0721,train,DAMIMAS,4,15,2,2,9,2,28,13
DAMIMAS_A21B_0722,train,DAMIMAS,4,12,1,2,7,2,21,9
DAMIMAS_A21B_0723,train,DAMIMAS,4,17,2,4,7,4,36,19
DAMIMAS_A21B_0724,val,DAMIMAS,4,7,1,3,2,1,17,10
DAMIMAS_A21B_0725,val,DAMIMAS,4,7,0,2,4,1,12,5
DAMIMAS_A21B_0726,test,DAMIMAS,4,14,2,2,8,2,27,13
DAMIMAS_A21B_0727,test,DAMIMAS,4,17,3,1,10,3,32,15
DAMIMAS_A21B_0728,train,DAMIMAS,4,14,2,2,6,4,28,14
DAMIMAS_A21B_0729,train,DAMIMAS,4,14,3,1,9,1,28,14
DAMIMAS_A21B_0730,train,DAMIMAS,4,8,2,2,3,1,16,8
DAMIMAS_A21B_0731,train,DAMIMAS,4,6,0,0,6,0,13,7
DAMIMAS_A21B_0732,train,DAMIMAS,4,10,0,0,6,4,16,6
DAMIMAS_A21B_0733,test,DAMIMAS,4,10,0,0,6,4,20,10
DAMIMAS_A21B_0734,train,DAMIMAS,4,9,1,1,5,2,16,7
DAMIMAS_A21B_0735,train,DAMIMAS,4,9,0,0,8,1,17,8
DAMIMAS_A21B_0736,train,DAMIMAS,4,11,0,1,8,2,20,9
DAMIMAS_A21B_0737,test,DAMIMAS,4,7,0,0,5,2,15,8
DAMIMAS_A21B_0738,train,DAMIMAS,4,10,0,0,9,1,17,7
DAMIMAS_A21B_0739,train,DAMIMAS,4,11,0,0,7,4,21,10
DAMIMAS_A21B_0740,train,DAMIMAS,4,13,1,1,7,4,22,9
DAMIMAS_A21B_0741,train,DAMIMAS,4,12,1,2,6,3,26,14
DAMIMAS_A21B_0742,test,DAMIMAS,4,4,1,1,2,0,9,5
DAMIMAS_A21B_0743,val,DAMIMAS,4,9,0,0,4,5,14,5
DAMIMAS_A21B_0744,test,DAMIMAS,4,7,0,2,5,0,13,6
DAMIMAS_A21B_0745,val,DAMIMAS,4,15,2,0,9,4,27,12
DAMIMAS_A21B_0746,train,DAMIMAS,4,12,1,2,6,3,22,10
DAMIMAS_A21B_0747,train,DAMIMAS,4,15,0,3,8,4,32,17
DAMIMAS_A21B_0748,test,DAMIMAS,4,13,2,0,8,3,23,10
DAMIMAS_A21B_0749,test,DAMIMAS,4,14,2,2,7,3,26,12
DAMIMAS_A21B_0750,train,DAMIMAS,4,6,0,0,5,1,12,6
DAMIMAS_A21B_0751,train,DAMIMAS,4,11,2,2,6,1,23,12
DAMIMAS_A21B_0752,train,DAMIMAS,4,6,1,1,4,0,13,7
DAMIMAS_A21B_0753,train,DAMIMAS,4,8,1,1,6,0,17,9
DAMIMAS_A21B_0754,train,DAMIMAS,4,2,1,1,0,0,3,1
DAMIMAS_A21B_0755,train,DAMIMAS,4,9,1,1,5,2,18,9
DAMIMAS_A21B_0756,train,DAMIMAS,4,12,0,0,8,4,23,11
DAMIMAS_A21B_0757,train,DAMIMAS,4,11,0,1,10,0,22,11
DAMIMAS_A21B_0758,train,DAMIMAS,4,6,1,3,0,2,10,4
DAMIMAS_A21B_0759,val,DAMIMAS,4,11,0,0,6,5,21,10
DAMIMAS_A21B_0760,test,DAMIMAS,4,8,0,0,5,3,17,9
DAMIMAS_A21B_0761,train,DAMIMAS,4,13,1,2,7,3,23,10
DAMIMAS_A21B_0762,val,DAMIMAS,4,5,0,1,4,0,10,5
DAMIMAS_A21B_0763,train,DAMIMAS,4,1,0,0,1,0,3,2
DAMIMAS_A21B_0764,train,DAMIMAS,4,7,0,1,4,2,12,5
DAMIMAS_A21B_0765,train,DAMIMAS,4,9,2,1,4,2,18,9
DAMIMAS_A21B_0766,train,DAMIMAS,4,7,1,1,3,2,14,7
DAMIMAS_A21B_0767,train,DAMIMAS,4,8,1,2,4,1,16,8
DAMIMAS_A21B_0768,train,DAMIMAS,4,8,2,1,5,0,16,8
DAMIMAS_A21B_0769,train,DAMIMAS,4,15,0,1,10,4,26,11
DAMIMAS_A21B_0770,train,DAMIMAS,4,11,0,2,7,2,19,8
DAMIMAS_A21B_0771,val,DAMIMAS,4,8,0,3,4,1,15,7
DAMIMAS_A21B_0772,train,DAMIMAS,4,4,2,0,2,0,9,5
DAMIMAS_A21B_0773,train,DAMIMAS,4,8,1,1,5,1,16,8
DAMIMAS_A21B_0774,train,DAMIMAS,4,8,1,1,6,0,8,0
DAMIMAS_A21B_0775,val,DAMIMAS,4,9,0,2,7,0,17,8
DAMIMAS_A21B_0776,val,DAMIMAS,4,8,1,1,4,2,17,9
DAMIMAS_A21B_0777,train,DAMIMAS,4,8,2,0,3,3,18,10
DAMIMAS_A21B_0778,test,DAMIMAS,4,8,0,0,5,3,9,1
DAMIMAS_A21B_0779,train,DAMIMAS,4,6,1,1,4,0,14,8
DAMIMAS_A21B_0780,train,DAMIMAS,4,5,0,0,1,4,7,2
DAMIMAS_A21B_0781,train,DAMIMAS,4,12,0,4,5,3,22,10
DAMIMAS_A21B_0782,val,DAMIMAS,4,4,0,0,3,1,7,3
DAMIMAS_A21B_0783,val,DAMIMAS,4,14,1,2,8,3,23,9
DAMIMAS_A21B_0784,train,DAMIMAS,4,8,0,3,4,1,13,5
DAMIMAS_A21B_0785,train,DAMIMAS,4,6,0,2,4,0,14,8
DAMIMAS_A21B_0786,val,DAMIMAS,4,3,1,1,1,0,6,3
DAMIMAS_A21B_0787,val,DAMIMAS,4,7,0,3,4,0,12,5
DAMIMAS_A21B_0788,train,DAMIMAS,4,11,0,1,7,3,21,10
DAMIMAS_A21B_0789,train,DAMIMAS,4,16,2,5,4,5,26,10
DAMIMAS_A21B_0790,train,DAMIMAS,4,8,2,0,6,0,15,7
DAMIMAS_A21B_0791,test,DAMIMAS,4,5,0,1,4,0,9,4
DAMIMAS_A21B_0792,train,DAMIMAS,4,12,0,3,7,2,22,10
DAMIMAS_A21B_0793,train,DAMIMAS,4,0,0,0,0,0,0,0
DAMIMAS_A21B_0794,val,DAMIMAS,4,11,0,2,9,0,20,9
DAMIMAS_A21B_0795,val,DAMIMAS,4,5,1,1,3,0,8,3
DAMIMAS_A21B_0796,val,DAMIMAS,4,6,0,0,5,1,13,7
DAMIMAS_A21B_0797,train,DAMIMAS,4,7,1,4,2,0,13,6
DAMIMAS_A21B_0798,train,DAMIMAS,4,7,1,2,4,0,14,7
DAMIMAS_A21B_0799,train,DAMIMAS,4,8,0,0,5,3,15,7
DAMIMAS_A21B_0800,train,DAMIMAS,4,10,0,2,5,3,17,7
DAMIMAS_A21B_0801,train,DAMIMAS,4,10,1,4,2,3,21,11
DAMIMAS_A21B_0802,train,DAMIMAS,4,9,1,2,2,4,14,5
DAMIMAS_A21B_0803,train,DAMIMAS,4,14,1,1,8,4,25,11
DAMIMAS_A21B_0804,train,DAMIMAS,4,9,1,2,5,1,17,8
DAMIMAS_A21B_0805,train,DAMIMAS,4,12,2,4,3,3,26,14
DAMIMAS_A21B_0806,train,DAMIMAS,4,7,1,0,5,1,14,7
DAMIMAS_A21B_0807,train,DAMIMAS,4,12,0,1,1,10,20,8
DAMIMAS_A21B_0808,train,DAMIMAS,4,10,2,1,3,4,22,12
DAMIMAS_A21B_0809,val,DAMIMAS,4,12,2,2,6,2,24,12
DAMIMAS_A21B_0810,val,DAMIMAS,8,14,1,1,8,4,46,32
DAMIMAS_A21B_0811,train,DAMIMAS,8,17,2,1,14,0,48,31
DAMIMAS_A21B_0812,val,DAMIMAS,8,11,2,4,5,0,40,29
DAMIMAS_A21B_0813,test,DAMIMAS,8,10,1,0,6,3,23,13
DAMIMAS_A21B_0814,test,DAMIMAS,8,7,0,0,6,1,24,17
DAMIMAS_A21B_0815,train,DAMIMAS,8,14,1,2,9,2,51,37
DAMIMAS_A21B_0816,train,DAMIMAS,8,19,1,4,13,1,45,26
DAMIMAS_A21B_0817,val,DAMIMAS,8,8,3,2,3,0,28,20
DAMIMAS_A21B_0818,train,DAMIMAS,8,10,0,4,6,0,40,30
DAMIMAS_A21B_0819,train,DAMIMAS,8,16,0,2,11,3,44,28
DAMIMAS_A21B_0820,train,DAMIMAS,8,10,0,2,8,0,47,37
DAMIMAS_A21B_0821,val,DAMIMAS,8,9,2,2,4,1,23,14
DAMIMAS_A21B_0822,test,DAMIMAS,8,12,1,1,10,0,38,26
DAMIMAS_A21B_0823,train,DAMIMAS,8,14,2,1,9,2,57,43
DAMIMAS_A21B_0824,val,DAMIMAS,8,10,2,5,3,0,41,31
DAMIMAS_A21B_0825,val,DAMIMAS,8,12,2,0,7,3,29,17
DAMIMAS_A21B_0826,val,DAMIMAS,8,6,0,3,3,0,21,15
DAMIMAS_A21B_0827,train,DAMIMAS,8,15,1,1,8,5,45,30
DAMIMAS_A21B_0828,train,DAMIMAS,8,16,2,6,8,0,49,33
DAMIMAS_A21B_0829,val,DAMIMAS,8,11,2,1,6,2,33,22
DAMIMAS_A21B_0830,train,DAMIMAS,8,11,3,2,6,0,34,23
DAMIMAS_A21B_0831,train,DAMIMAS,8,13,1,2,7,3,52,39
DAMIMAS_A21B_0832,train,DAMIMAS,8,10,0,4,5,1,37,27
DAMIMAS_A21B_0833,train,DAMIMAS,8,7,2,1,4,0,22,15
DAMIMAS_A21B_0834,train,DAMIMAS,8,15,1,6,5,3,46,31
DAMIMAS_A21B_0835,train,DAMIMAS,8,19,0,0,15,4,43,24
DAMIMAS_A21B_0836,train,DAMIMAS,8,9,3,2,4,0,36,27
DAMIMAS_A21B_0837,train,DAMIMAS,8,13,2,1,9,1,35,22
DAMIMAS_A21B_0838,train,DAMIMAS,8,12,0,1,4,7,38,26
DAMIMAS_A21B_0839,val,DAMIMAS,8,9,1,1,6,1,35,26
DAMIMAS_A21B_0840,train,DAMIMAS,8,15,2,7,6,0,45,30
DAMIMAS_A21B_0841,train,DAMIMAS,8,9,3,0,4,2,22,13
DAMIMAS_A21B_0842,train,DAMIMAS,8,14,2,3,7,2,46,32
DAMIMAS_A21B_0843,test,DAMIMAS,8,13,0,1,9,3,34,21
DAMIMAS_A21B_0844,train,DAMIMAS,8,16,1,4,9,2,45,29
DAMIMAS_A21B_0845,val,DAMIMAS,8,8,1,0,3,4,20,12
DAMIMAS_A21B_0846,train,DAMIMAS,8,7,0,4,3,0,26,19
DAMIMAS_A21B_0847,test,DAMIMAS,8,16,1,4,10,1,44,28
DAMIMAS_A21B_0848,val,DAMIMAS,8,5,0,1,4,0,25,20
DAMIMAS_A21B_0849,train,DAMIMAS,8,7,1,1,4,1,19,12
DAMIMAS_A21B_0850,train,DAMIMAS,8,13,1,2,6,4,43,30
DAMIMAS_A21B_0851,train,DAMIMAS,8,21,0,5,13,3,51,30
DAMIMAS_A21B_0852,train,DAMIMAS,8,5,2,3,0,0,14,9
DAMIMAS_A21B_0853,train,DAMIMAS,8,13,2,2,8,1,31,18
DAMIMAS_A21B_0854,train,DAMIMAS,8,15,3,3,5,4,44,29
LONSUM_A21A_0001,train,LONSUM,4,5,0,0,5,0,12,7
LONSUM_A21A_0002,test,LONSUM,4,6,0,4,2,0,13,7
LONSUM_A21A_0003,val,LONSUM,4,10,0,0,4,6,15,5
LONSUM_A21A_0004,train,LONSUM,4,10,0,4,6,0,19,9
LONSUM_A21A_0005,train,LONSUM,4,7,0,0,5,2,11,4
LONSUM_A21A_0006,train,LONSUM,4,7,1,2,2,2,12,5
LONSUM_A21A_0007,test,LONSUM,4,7,0,0,7,0,15,8
LONSUM_A21A_0008,val,LONSUM,4,2,0,0,2,0,3,1
LONSUM_A21A_0009,train,LONSUM,4,8,1,1,3,3,13,5
LONSUM_A21A_0010,train,LONSUM,4,8,0,4,3,1,16,8
LONSUM_A21A_0011,train,LONSUM,4,12,0,1,10,1,20,8
LONSUM_A21A_0012,train,LONSUM,4,5,0,2,2,1,11,6
LONSUM_A21A_0013,train,LONSUM,4,3,0,0,3,0,6,3
LONSUM_A21A_0014,train,LONSUM,4,5,0,0,4,1,9,4
LONSUM_A21A_0015,train,LONSUM,4,9,0,0,6,3,17,8
LONSUM_A21A_0016,val,LONSUM,4,2,0,0,2,0,4,2
LONSUM_A21A_0017,train,LONSUM,4,2,0,0,2,0,5,3
LONSUM_A21A_0018,val,LONSUM,4,6,0,2,3,1,12,6
LONSUM_A21A_0019,train,LONSUM,4,9,0,1,7,1,17,8
LONSUM_A21A_0020,train,LONSUM,4,4,0,1,3,0,8,4
LONSUM_A21A_0021,val,LONSUM,4,7,0,1,5,1,14,7
LONSUM_A21A_0022,train,LONSUM,4,5,0,3,2,0,8,3
LONSUM_A21A_0023,train,LONSUM,4,8,0,0,8,0,16,8
LONSUM_A21A_0024,train,LONSUM,4,2,0,0,1,1,5,3
LONSUM_A21A_0025,train,LONSUM,4,5,0,0,4,1,12,7
LONSUM_A21A_0026,test,LONSUM,4,5,0,1,3,1,9,4
LONSUM_A21A_0027,train,LONSUM,4,9,0,0,5,4,21,12
LONSUM_A21A_0028,test,LONSUM,4,10,0,1,8,1,18,8
LONSUM_A21A_0029,train,LONSUM,4,10,0,2,6,2,16,6
LONSUM_A21A_0030,train,LONSUM,4,1,0,1,0,0,3,2
LONSUM_A21A_0031,train,LONSUM,4,7,0,1,6,0,16,9
LONSUM_A21A_0032,train,LONSUM,4,1,0,0,1,0,2,1
LONSUM_A21A_0033,train,LONSUM,4,4,0,0,3,1,10,6
LONSUM_A21A_0034,train,LONSUM,4,9,1,1,5,2,17,8
LONSUM_A21A_0035,train,LONSUM,4,7,0,0,6,1,16,9
LONSUM_A21A_0036,train,LONSUM,4,7,0,1,6,0,15,8
LONSUM_A21A_0037,train,LONSUM,4,2,0,0,0,2,5,3
LONSUM_A21A_0038,val,LONSUM,4,7,0,2,1,4,16,9
LONSUM_A21A_0039,train,LONSUM,4,7,0,0,7,0,12,5
LONSUM_A21A_0040,train,LONSUM,4,4,0,0,4,0,10,6
LONSUM_A21A_0041,train,LONSUM,4,3,0,0,3,0,6,3
LONSUM_A21A_0042,train,LONSUM,4,2,0,0,1,1,5,3
LONSUM_A21A_0043,train,LONSUM,4,5,0,0,4,1,9,4
LONSUM_A21A_0044,train,LONSUM,4,9,0,1,8,0,16,7
LONSUM_A21A_0045,train,LONSUM,4,6,1,1,4,0,12,6
LONSUM_A21A_0046,val,LONSUM,4,2,0,0,1,1,4,2
LONSUM_A21A_0047,train,LONSUM,4,8,0,0,5,3,14,6
LONSUM_A21A_0048,train,LONSUM,4,6,0,2,4,0,15,9
LONSUM_A21A_0049,test,LONSUM,4,2,0,0,1,1,7,5
LONSUM_A21A_0050,train,LONSUM,4,9,0,4,3,2,19,10
LONSUM_A21A_0051,test,LONSUM,4,6,0,0,6,0,14,8
LONSUM_A21A_0052,train,LONSUM,4,4,0,0,4,0,8,4
LONSUM_A21A_0053,test,LONSUM,4,6,1,1,3,1,12,6
LONSUM_A21A_0054,val,LONSUM,4,7,0,3,3,1,15,8
LONSUM_A21A_0055,test,LONSUM,4,7,0,0,6,1,11,4
LONSUM_A21A_0056,train,LONSUM,4,7,0,0,7,0,13,6
LONSUM_A21A_0057,train,LONSUM,4,3,0,0,2,1,3,0
LONSUM_A21A_0058,train,LONSUM,4,11,0,3,4,4,18,7
LONSUM_A21A_0059,train,LONSUM,4,11,0,0,9,2,18,7
LONSUM_A21A_0060,train,LONSUM,4,5,0,1,4,0,12,7
LONSUM_A21A_0061,val,LONSUM,4,6,1,0,5,0,11,5
LONSUM_A21A_0062,val,LONSUM,4,9,0,3,4,2,14,5
LONSUM_A21A_0063,train,LONSUM,4,11,0,1,6,4,20,9
LONSUM_A21A_0064,train,LONSUM,4,5,1,0,4,0,7,2
LONSUM_A21A_0065,train,LONSUM,4,8,0,0,5,3,13,5
LONSUM_A21A_0066,train,LONSUM,4,8,0,2,3,3,13,5
LONSUM_A21A_0067,test,LONSUM,4,10,0,3,6,1,18,8
LONSUM_A21A_0068,train,LONSUM,4,9,0,2,7,0,17,8
LONSUM_A21A_0069,train,LONSUM,4,4,0,0,1,3,5,1
LONSUM_A21A_0070,train,LONSUM,4,7,0,3,3,1,12,5
LONSUM_A21A_0071,train,LONSUM,4,4,0,1,3,0,8,4
LONSUM_A21A_0072,train,LONSUM,4,1,0,0,1,0,1,0
LONSUM_A21A_0073,train,LONSUM,4,2,0,0,1,1,2,0
LONSUM_A21A_0074,train,LONSUM,4,4,0,0,3,1,9,5
LONSUM_A21A_0075,train,LONSUM,4,7,0,0,6,1,11,4
LONSUM_A21A_0076,val,LONSUM,4,5,0,1,4,0,11,6
LONSUM_A21A_0077,train,LONSUM,4,5,0,0,2,3,7,2
LONSUM_A21A_0078,val,LONSUM,4,10,0,3,5,2,16,6
LONSUM_A21A_0079,train,LONSUM,4,5,0,0,5,0,8,3
LONSUM_A21A_0080,train,LONSUM,4,3,0,0,3,0,5,2
LONSUM_A21A_0081,train,LONSUM,4,4,0,0,2,2,7,3
LONSUM_A21A_0082,train,LONSUM,4,3,0,0,2,1,6,3
LONSUM_A21A_0083,train,LONSUM,4,9,0,0,9,0,16,7
LONSUM_A21A_0084,test,LONSUM,4,3,0,0,3,0,4,1
LONSUM_A21A_0085,train,LONSUM,4,2,0,0,1,1,2,0
LONSUM_A21A_0086,test,LONSUM,4,7,0,1,4,2,10,3
LONSUM_A21A_0087,test,LONSUM,4,5,0,0,5,0,8,3
LONSUM_A21A_0088,train,LONSUM,4,11,0,4,7,0,18,7
LONSUM_A21A_0089,test,LONSUM,4,0,0,0,0,0,0,0
LONSUM_A21A_0090,train,LONSUM,4,5,0,0,3,2,10,5
LONSUM_A21A_0091,val,LONSUM,4,11,0,0,10,1,16,5
LONSUM_A21A_0092,train,LONSUM,4,8,0,0,8,0,12,4
LONSUM_A21A_0093,val,LONSUM,4,4,0,0,4,0,7,3
LONSUM_A21A_0094,test,LONSUM,4,7,1,1,4,1,12,5
LONSUM_A21A_0095,train,LONSUM,4,7,0,0,5,2,12,5
LONSUM_A21A_0096,train,LONSUM,4,6,0,0,6,0,8,2
LONSUM_A21A_0097,val,LONSUM,4,3,0,0,1,2,5,2
LONSUM_A21A_0098,train,LONSUM,4,4,0,2,1,1,9,5
LONSUM_A21A_0099,test,LONSUM,4,10,0,0,9,1,15,5
