tree_id,split,domain,link_id,sideA,bboxIdA,sideB,bboxIdB,is_loop_across_sides
DAMIMAS_A21B_0449,test,DAMIMAS,lnk-5,2,b1,3,b5,0
DAMIMAS_A21B_0449,test,DAMIMAS,lnk-6,3,b0,0,b6,0
DAMIMAS_A21B_0449,test,DAMIMAS,lnk-7,3,b2,0,b4,0
DAMIMAS_A21B_0449,test,DAMIMAS,lnk-8,3,b1,0,b3,0
DAMIMAS_A21B_0450,train,DAMIMAS,lnk-0,0,b0,1,b2,0
DAMIMAS_A21B_0450,train,DAMIMAS,lnk-1,0,b1,1,b3,0
DAMIMAS_A21B_0450,train,DAMIMAS,lnk-2,1,b0,2,b5,0
DAMIMAS_A21B_0450,train,DAMIMAS,lnk-3,1,b1,2,b3,0
DAMIMAS_A21B_0450,train,DAMIMAS,lnk-4,1,b4,2,b0,0
DAMIMAS_A21B_0450,train,DAMIMAS,lnk-5,2,b0,3,b2,0
DAMIMAS_A21B_0450,train,DAMIMAS,lnk-6,2,b1,3,b5,0
DAMIMAS_A21B_0450,train,DAMIMAS,lnk-7,3,b0,0,b3,0
DAMIMAS_A21B_0450,train,DAMIMAS,lnk-8,3,b7,0,b4,0
DAMIMAS_A21B_0451,train,DAMIMAS,lnk-0,0,b5,1,b2,0
DAMIMAS_A21B_0451,train,DAMIMAS,lnk-1,1,b2,2,b0,0
DAMIMAS_A21B_0451,train,DAMIMAS,lnk-2,0,b3,1,b0,0
DAMIMAS_A21B_0451,train,DAMIMAS,lnk-3,0,b4,1,b1,0
DAMIMAS_A21B_0451,train,DAMIMAS,lnk-4,3,b3,0,b0,0
DAMIMAS_A21B_0451,train,DAMIMAS,lnk-5,3,b2,0,b1,0
DAMIMAS_A21B_0451,train,DAMIMAS,lnk-6,2,b2,3,b0,0
DAMIMAS_A21B_0451,train,DAMIMAS,lnk-7,1,b3,2,b1,0
DAMIMAS_A21B_0452,train,DAMIMAS,lnk-0,0,b0,1,b0,0
DAMIMAS_A21B_0452,train,DAMIMAS,lnk-1,0,b3,1,b3,0
DAMIMAS_A21B_0452,train,DAMIMAS,lnk-2,3,b4,0,b5,0
DAMIMAS_A21B_0452,train,DAMIMAS,lnk-3,3,b0,0,b1,0
DAMIMAS_A21B_0452,train,DAMIMAS,lnk-4,2,b0,3,b1,0
DAMIMAS_A21B_0452,train,DAMIMAS,lnk-5,2,b4,3,b2,0
DAMIMAS_A21B_0452,train,DAMIMAS,lnk-6,1,b1,2,b1,0
DAMIMAS_A21B_0452,train,DAMIMAS,lnk-7,1,b4,2,b2,0
DAMIMAS_A21B_0453,train,DAMIMAS,lnk-0,0,b0,1,b0,0
DAMIMAS_A21B_0453,train,DAMIMAS,lnk-1,0,b3,1,b1,0
DAMIMAS_A21B_0453,train,DAMIMAS,lnk-2,0,b2,1,b2,0
DAMIMAS_A21B_0453,train,DAMIMAS,lnk-3,3,b0,0,b1,0
DAMIMAS_A21B_0453,train,DAMIMAS,lnk-4,3,b1,0,b4,0
DAMIMAS_A21B_0453,train,DAMIMAS,lnk-5,2,b2,3,b3,0
DAMIMAS_A21B_0453,train,DAMIMAS,lnk-6,2,b3,3,b2,0
DAMIMAS_A21B_0453,train,DAMIMAS,lnk-7,1,b4,2,b3,0
DAMIMAS_A21B_0453,train,DAMIMAS,lnk-8,1,b5,2,b0,0
DAMIMAS_A21B_0453,train,DAMIMAS,lnk-9,1,b3,2,b1,0
DAMIMAS_A21B_0454,train,DAMIMAS,lnk-0,0,b3,1,b0,0
DAMIMAS_A21B_0454,train,DAMIMAS,lnk-1,1,b0,2,b2,0
DAMIMAS_A21B_0454,train,DAMIMAS,lnk-2,0,b4,1,b5,0
DAMIMAS_A21B_0454,train,DAMIMAS,lnk-3,0,b5,1,b4,0
DAMIMAS_A21B_0454,train,DAMIMAS,lnk-4,0,b2,1,b3,0
DAMIMAS_A21B_0454,train,DAMIMAS,lnk-5,2,b0,3,b0,0
DAMIMAS_A21B_0454,train,DAMIMAS,lnk-6,2,b6,3,b1,0
DAMIMAS_A21B_0454,train,DAMIMAS,lnk-7,1,b2,2,b3,0
DAMIMAS_A21B_0454,train,DAMIMAS,lnk-8,1,b1,2,b1,0
DAMIMAS_A21B_0455,val,DAMIMAS,lnk-0,0,b5,1,b2,0
DAMIMAS_A21B_0455,val,DAMIMAS,lnk-1,0,b4,1,b0,0
DAMIMAS_A21B_0455,val,DAMIMAS,lnk-2,0,b3,1,b1,0
DAMIMAS_A21B_0455,val,DAMIMAS,lnk-3,3,b0,0,b0,0
DAMIMAS_A21B_0455,val,DAMIMAS,lnk-4,3,b4,0,b2,0
DAMIMAS_A21B_0455,val,DAMIMAS,lnk-5,3,b3,0,b1,0
DAMIMAS_A21B_0455,val,DAMIMAS,lnk-6,2,b4,3,b2,0
DAMIMAS_A21B_0455,val,DAMIMAS,lnk-7,2,b3,3,b1,0
DAMIMAS_A21B_0455,val,DAMIMAS,lnk-8,1,b4,2,b0,0
DAMIMAS_A21B_0456,test,DAMIMAS,lnk-0,0,b1,1,b1,0
DAMIMAS_A21B_0456,test,DAMIMAS,lnk-1,0,b3,1,b4,0
DAMIMAS_A21B_0456,test,DAMIMAS,lnk-2,3,b0,0,b0,0
DAMIMAS_A21B_0456,test,DAMIMAS,lnk-3,3,b4,0,b2,0
DAMIMAS_A21B_0456,test,DAMIMAS,lnk-4,3,b3,0,b4,0
DAMIMAS_A21B_0456,test,DAMIMAS,lnk-5,2,b4,3,b1,0
DAMIMAS_A21B_0456,test,DAMIMAS,lnk-6,2,b0,3,b2,0
DAMIMAS_A21B_0456,test,DAMIMAS,lnk-7,2,b3,3,b5,0
DAMIMAS_A21B_0456,test,DAMIMAS,lnk-8,1,b0,2,b1,0
DAMIMAS_A21B_0456,test,DAMIMAS,lnk-9,1,b3,2,b2,0
DAMIMAS_A21B_0457,train,DAMIMAS,lnk-0,0,b0,1,b0,0
DAMIMAS_A21B_0457,train,DAMIMAS,lnk-1,0,b2,1,b7,0
DAMIMAS_A21B_0457,train,DAMIMAS,lnk-2,2,b4,3,b6,0
DAMIMAS_A21B_0457,train,DAMIMAS,lnk-3,2,b5,3,b5,0
DAMIMAS_A21B_0457,train,DAMIMAS,lnk-4,2,b6,3,b0,0
DAMIMAS_A21B_0457,train,DAMIMAS,lnk-5,1,b4,2,b0,0
DAMIMAS_A21B_0457,train,DAMIMAS,lnk-6,1,b5,2,b3,0
DAMIMAS_A21B_0457,train,DAMIMAS,lnk-7,1,b3,2,b2,0
DAMIMAS_A21B_0457,train,DAMIMAS,lnk-8,3,b1,0,b1,0
DAMIMAS_A21B_0457,train,DAMIMAS,lnk-9,3,b4,0,b4,0
DAMIMAS_A21B_0458,train,DAMIMAS,lnk-0,0,b0,1,b4,0
DAMIMAS_A21B_0458,train,DAMIMAS,lnk-1,0,b5,1,b3,0
DAMIMAS_A21B_0458,train,DAMIMAS,lnk-2,3,b2,0,b2,0
DAMIMAS_A21B_0458,train,DAMIMAS,lnk-3,3,b0,0,b3,0
DAMIMAS_A21B_0458,train,DAMIMAS,lnk-4,2,b0,3,b3,0
DAMIMAS_A21B_0458,train,DAMIMAS,lnk-5,2,b1,3,b4,0
DAMIMAS_A21B_0458,train,DAMIMAS,lnk-6,2,b2,3,b1,0
DAMIMAS_A21B_0458,train,DAMIMAS,lnk-7,1,b1,2,b3,0
DAMIMAS_A21B_0458,train,DAMIMAS,lnk-8,1,b2,2,b4,0
DAMIMAS_A21B_0459,train,DAMIMAS,lnk-0,0,b0,1,b0,0
DAMIMAS_A21B_0459,train,DAMIMAS,lnk-1,3,b4,0,b0,0
DAMIMAS_A21B_0459,train,DAMIMAS,lnk-2,0,b3,1,b2,0
DAMIMAS_A21B_0459,train,DAMIMAS,lnk-3,1,b2,2,b1,0
DAMIMAS_A21B_0459,train,DAMIMAS,lnk-4,0,b2,1,b1,0
DAMIMAS_A21B_0459,train,DAMIMAS,lnk-5,3,b3,0,b1,0
DAMIMAS_A21B_0459,train,DAMIMAS,lnk-6,2,b4,3,b0,0
DAMIMAS_A21B_0459,train,DAMIMAS,lnk-7,2,b3,3,b2,0
DAMIMAS_A21B_0459,train,DAMIMAS,lnk-8,2,b2,3,b1,0
DAMIMAS_A21B_0459,train,DAMIMAS,lnk-9,1,b3,2,b0,0
DAMIMAS_A21B_0460,train,DAMIMAS,lnk-0,0,b1,1,b4,0
DAMIMAS_A21B_0460,train,DAMIMAS,lnk-1,0,b2,1,b3,0
DAMIMAS_A21B_0460,train,DAMIMAS,lnk-2,3,b6,0,b4,0
DAMIMAS_A21B_0460,train,DAMIMAS,lnk-3,3,b3,0,b3,0
DAMIMAS_A21B_0460,train,DAMIMAS,lnk-4,1,b0,2,b0,0
DAMIMAS_A21B_0460,train,DAMIMAS,lnk-5,1,b6,2,b2,0
DAMIMAS_A21B_0460,train,DAMIMAS,lnk-6,2,b2,3,b4,0
DAMIMAS_A21B_0460,train,DAMIMAS,lnk-7,1,b2,2,b4,0
DAMIMAS_A21B_0460,train,DAMIMAS,lnk-8,2,b3,3,b1,0
DAMIMAS_A21B_0460,train,DAMIMAS,lnk-9,2,b1,3,b7,0
DAMIMAS_A21B_0460,train,DAMIMAS,lnk-10,2,b5,3,b5,0
DAMIMAS_A21B_0461,val,DAMIMAS,lnk-0,0,b0,1,b2,0
DAMIMAS_A21B_0461,val,DAMIMAS,lnk-1,0,b1,1,b3,0
DAMIMAS_A21B_0461,val,DAMIMAS,lnk-2,2,b0,3,b2,0
DAMIMAS_A21B_0461,val,DAMIMAS,lnk-3,2,b1,3,b1,0
DAMIMAS_A21B_0461,val,DAMIMAS,lnk-4,1,b1,2,b3,0
DAMIMAS_A21B_0461,val,DAMIMAS,lnk-5,1,b0,2,b4,0
DAMIMAS_A21B_0461,val,DAMIMAS,lnk-6,3,b3,0,b3,0
DAMIMAS_A21B_0462,train,DAMIMAS,lnk-0,0,b1,1,b2,0
DAMIMAS_A21B_0462,train,DAMIMAS,lnk-1,0,b0,1,b3,0
DAMIMAS_A21B_0462,train,DAMIMAS,lnk-2,3,b3,0,b0,0
DAMIMAS_A21B_0462,train,DAMIMAS,lnk-3,3,b0,0,b2,0
DAMIMAS_A21B_0462,train,DAMIMAS,lnk-4,2,b0,3,b1,0
DAMIMAS_A21B_0462,train,DAMIMAS,lnk-5,2,b3,3,b2,0
DAMIMAS_A21B_0462,train,DAMIMAS,lnk-6,2,b2,3,b4,0
DAMIMAS_A21B_0462,train,DAMIMAS,lnk-7,1,b0,2,b1,0
DAMIMAS_A21B_0462,train,DAMIMAS,lnk-8,1,b1,2,b5,0
DAMIMAS_A21B_0463,train,DAMIMAS,lnk-0,0,b3,1,b0,0
DAMIMAS_A21B_0463,train,DAMIMAS,lnk-1,0,b4,1,b1,0
DAMIMAS_A21B_0463,train,DAMIMAS,lnk-2,3,b5,0,b0,0
DAMIMAS_A21B_0463,train,DAMIMAS,lnk-3,2,b3,3,b1,0
DAMIMAS_A21B_0463,train,DAMIMAS,lnk-4,2,b2,3,b2,0
DAMIMAS_A21B_0463,train,DAMIMAS,lnk-5,2,b1,3,b0,0
DAMIMAS_A21B_0463,train,DAMIMAS,lnk-6,1,b4,2,b1,0
DAMIMAS_A21B_0463,train,DAMIMAS,lnk-7,3,b4,0,b1,0
DAMIMAS_A21B_0463,train,DAMIMAS,lnk-8,1,b3,2,b0,0
DAMIMAS_A21B_0464,train,DAMIMAS,lnk-0,0,b1,1,b1,0
DAMIMAS_A21B_0464,train,DAMIMAS,lnk-1,3,b2,0,b2,0
DAMIMAS_A21B_0464,train,DAMIMAS,lnk-2,2,b1,3,b0,0
DAMIMAS_A21B_0464,train,DAMIMAS,lnk-3,2,b3,3,b1,0
DAMIMAS_A21B_0464,train,DAMIMAS,lnk-4,1,b2,2,b0,0
DAMIMAS_A21B_0464,train,DAMIMAS,lnk-5,1,b3,2,b2,0
DAMIMAS_A21B_0465,train,DAMIMAS,lnk-0,0,b0,1,b0,0
DAMIMAS_A21B_0465,train,DAMIMAS,lnk-1,3,b0,0,b1,0
DAMIMAS_A21B_0465,train,DAMIMAS,lnk-2,2,b2,3,b0,0
DAMIMAS_A21B_0465,train,DAMIMAS,lnk-3,3,b1,0,b2,0
DAMIMAS_A21B_0465,train,DAMIMAS,lnk-4,2,b0,3,b2,0
DAMIMAS_A21B_0465,train,DAMIMAS,lnk-5,1,b1,2,b0,0
DAMIMAS_A21B_0466,train,DAMIMAS,lnk-0,0,b2,1,b0,0
DAMIMAS_A21B_0466,train,DAMIMAS,lnk-1,1,b1,2,b0,0
DAMIMAS_A21B_0466,train,DAMIMAS,lnk-2,2,b1,3,b0,0
DAMIMAS_A21B_0466,train,DAMIMAS,lnk-3,3,b1,0,b1,0
DAMIMAS_A21B_0467,train,DAMIMAS,lnk-0,0,b0,1,b0,0
DAMIMAS_A21B_0467,train,DAMIMAS,lnk-1,0,b3,1,b1,0
DAMIMAS_A21B_0467,train,DAMIMAS,lnk-2,0,b4,1,b2,0
DAMIMAS_A21B_0467,train,DAMIMAS,lnk-3,3,b3,0,b1,0
DAMIMAS_A21B_0467,train,DAMIMAS,lnk-4,2,b3,3,b0,0
DAMIMAS_A21B_0467,train,DAMIMAS,lnk-5,1,b3,2,b1,0
DAMIMAS_A21B_0468,train,DAMIMAS,lnk-0,0,b2,1,b0,0
DAMIMAS_A21B_0468,train,DAMIMAS,lnk-1,0,b3,1,b3,0
DAMIMAS_A21B_0468,train,DAMIMAS,lnk-2,3,b4,0,b0,0
DAMIMAS_A21B_0468,train,DAMIMAS,lnk-3,2,b2,3,b1,0
DAMIMAS_A21B_0468,train,DAMIMAS,lnk-4,2,b3,3,b3,0
DAMIMAS_A21B_0468,train,DAMIMAS,lnk-5,1,b4,2,b1,0
DAMIMAS_A21B_0468,train,DAMIMAS,lnk-6,1,b2,2,b0,0
DAMIMAS_A21B_0469,train,DAMIMAS,lnk-0,0,b0,1,b4,0
DAMIMAS_A21B_0469,train,DAMIMAS,lnk-1,0,b2,1,b5,0
DAMIMAS_A21B_0469,train,DAMIMAS,lnk-2,3,b0,0,b5,0
DAMIMAS_A21B_0469,train,DAMIMAS,lnk-3,3,b1,0,b4,0
DAMIMAS_A21B_0469,train,DAMIMAS,lnk-4,2,b0,3,b3,0
DAMIMAS_A21B_0469,train,DAMIMAS,lnk-5,2,b3,3,b4,0
DAMIMAS_A21B_0469,train,DAMIMAS,lnk-6,1,b0,2,b1,0
DAMIMAS_A21B_0469,train,DAMIMAS,lnk-7,1,b1,2,b2,0
DAMIMAS_A21B_0470,train,DAMIMAS,lnk-0,0,b0,1,b0,0
DAMIMAS_A21B_0470,train,DAMIMAS,lnk-1,0,b3,1,b4,0
DAMIMAS_A21B_0470,train,DAMIMAS,lnk-2,3,b0,0,b1,0
DAMIMAS_A21B_0470,train,DAMIMAS,lnk-3,3,b5,0,b2,0
DAMIMAS_A21B_0470,train,DAMIMAS,lnk-4,3,b1,0,b4,0
DAMIMAS_A21B_0470,train,DAMIMAS,lnk-5,2,b2,3,b1,0
DAMIMAS_A21B_0470,train,DAMIMAS,lnk-6,2,b0,3,b4,0
DAMIMAS_A21B_0470,train,DAMIMAS,lnk-7,1,b2,2,b0,0
DAMIMAS_A21B_0470,train,DAMIMAS,lnk-8,2,b5,3,b3,0
DAMIMAS_A21B_0470,train,DAMIMAS,lnk-9,2,b1,3,b2,0
DAMIMAS_A21B_0470,train,DAMIMAS,lnk-10,1,b3,2,b3,0
DAMIMAS_A21B_0471,val,DAMIMAS,lnk-0,0,b5,1,b3,0
DAMIMAS_A21B_0471,val,DAMIMAS,lnk-1,0,b4,1,b1,0
DAMIMAS_A21B_0471,val,DAMIMAS,lnk-2,3,b6,0,b0,0
DAMIMAS_A21B_0471,val,DAMIMAS,lnk-3,3,b5,0,b2,0
DAMIMAS_A21B_0471,val,DAMIMAS,lnk-4,3,b3,0,b1,0
DAMIMAS_A21B_0471,val,DAMIMAS,lnk-5,2,b4,3,b2,0
DAMIMAS_A21B_0471,val,DAMIMAS,lnk-6,2,b5,3,b0,0
DAMIMAS_A21B_0471,val,DAMIMAS,lnk-7,1,b6,2,b0,0
DAMIMAS_A21B_0471,val,DAMIMAS,lnk-8,1,b5,2,b2,0
DAMIMAS_A21B_0471,val,DAMIMAS,lnk-9,1,b4,2,b1,0
DAMIMAS_A21B_0472,val,DAMIMAS,lnk-0,0,b0,1,b3,0
DAMIMAS_A21B_0472,val,DAMIMAS,lnk-1,0,b6,1,b0,0
DAMIMAS_A21B_0472,val,DAMIMAS,lnk-2,2,b4,3,b4,0
DAMIMAS_A21B_0472,val,DAMIMAS,lnk-3,2,b3,3,b1,0
DAMIMAS_A21B_0472,val,DAMIMAS,lnk-4,2,b0,3,b3,0
DAMIMAS_A21B_0472,val,DAMIMAS,lnk-5,1,b2,2,b1,0
DAMIMAS_A21B_0472,val,DAMIMAS,lnk-6,3,b0,0,b3,0
DAMIMAS_A21B_0472,val,DAMIMAS,lnk-7,3,b5,0,b4,0
DAMIMAS_A21B_0473,train,DAMIMAS,lnk-0,0,b1,1,b1,0
DAMIMAS_A21B_0473,train,DAMIMAS,lnk-1,3,b0,0,b0,0
DAMIMAS_A21B_0473,train,DAMIMAS,lnk-2,2,b0,3,b0,0
DAMIMAS_A21B_0473,train,DAMIMAS,lnk-3,2,b2,3,b2,0
DAMIMAS_A21B_0473,train,DAMIMAS,lnk-4,1,b0,2,b3,0
DAMIMAS_A21B_0474,train,DAMIMAS,lnk-0,0,b0,1,b0,0
DAMIMAS_A21B_0474,train,DAMIMAS,lnk-1,0,b1,1,b1,0
DAMIMAS_A21B_0474,train,DAMIMAS,lnk-2,0,b2,1,b2,0
DAMIMAS_A21B_0474,train,DAMIMAS,lnk-3,0,b4,1,b3,0
DAMIMAS_A21B_0474,train,DAMIMAS,lnk-4,1,b3,2,b4,0
DAMIMAS_A21B_0474,train,DAMIMAS,lnk-5,3,b5,0,b3,0
DAMIMAS_A21B_0474,train,DAMIMAS,lnk-6,2,b0,3,b0,0
DAMIMAS_A21B_0474,train,DAMIMAS,lnk-7,2,b1,3,b4,0
DAMIMAS_A21B_0474,train,DAMIMAS,lnk-8,1,b4,2,b3,0
DAMIMAS_A21B_0475,test,DAMIMAS,lnk-0,0,b5,1,b0,0
DAMIMAS_A21B_0475,test,DAMIMAS,lnk-1,3,b3,0,b0,0
DAMIMAS_A21B_0475,test,DAMIMAS,lnk-2,2,b3,3,b1,0
DAMIMAS_A21B_0475,test,DAMIMAS,lnk-3,2,b4,3,b2,0
DAMIMAS_A21B_0475,test,DAMIMAS,lnk-4,1,b4,2,b2,0
DAMIMAS_A21B_0475,test,DAMIMAS,lnk-5,1,b3,2,b1,0
DAMIMAS_A21B_0475,test,DAMIMAS,lnk-6,1,b2,2,b0,0
DAMIMAS_A21B_0476,train,DAMIMAS,lnk-0,0,b3,1,b1,0
DAMIMAS_A21B_0476,train,DAMIMAS,lnk-1,3,b2,0,b0,0
DAMIMAS_A21B_0476,train,DAMIMAS,lnk-2,3,b3,0,b1,0
DAMIMAS_A21B_0476,train,DAMIMAS,lnk-3,2,b0,3,b0,0
DAMIMAS_A21B_0476,train,DAMIMAS,lnk-4,2,b3,3,b4,0
DAMIMAS_A21B_0476,train,DAMIMAS,lnk-5,1,b2,2,b2,0
DAMIMAS_A21B_0477,val,DAMIMAS,lnk-0,3,b0,0,b1,0
DAMIMAS_A21B_0477,val,DAMIMAS,lnk-1,2,b0,3,b1,0
DAMIMAS_A21B_0477,val,DAMIMAS,lnk-2,2,b1,3,b2,0
DAMIMAS_A21B_0477,val,DAMIMAS,lnk-3,1,b0,2,b2,0
DAMIMAS_A21B_0477,val,DAMIMAS,lnk-4,0,b0,1,b1,0
DAMIMAS_A21B_0478,train,DAMIMAS,lnk-0,0,b1,1,b0,0
DAMIMAS_A21B_0478,train,DAMIMAS,lnk-1,1,b0,2,b4,0
DAMIMAS_A21B_0478,train,DAMIMAS,lnk-2,0,b2,1,b1,0
DAMIMAS_A21B_0478,train,DAMIMAS,lnk-3,0,b7,1,b5,0
DAMIMAS_A21B_0478,train,DAMIMAS,lnk-4,0,b3,1,b3,0
DAMIMAS_A21B_0478,train,DAMIMAS,lnk-5,3,b4,0,b4,0
DAMIMAS_A21B_0478,train,DAMIMAS,lnk-6,3,b1,0,b6,0
DAMIMAS_A21B_0478,train,DAMIMAS,lnk-7,3,b3,0,b5,0
DAMIMAS_A21B_0478,train,DAMIMAS,lnk-8,2,b0,3,b0,0
DAMIMAS_A21B_0478,train,DAMIMAS,lnk-9,2,b1,3,b5,0
DAMIMAS_A21B_0478,train,DAMIMAS,lnk-10,2,b6,3,b2,0
DAMIMAS_A21B_0478,train,DAMIMAS,lnk-11,1,b4,2,b3,0
DAMIMAS_A21B_0478,train,DAMIMAS,lnk-12,1,b2,2,b5,0
DAMIMAS_A21B_0479,val,DAMIMAS,lnk-0,0,b4,1,b0,0
DAMIMAS_A21B_0479,val,DAMIMAS,lnk-1,0,b5,1,b3,0
DAMIMAS_A21B_0479,val,DAMIMAS,lnk-2,1,b3,2,b2,0
DAMIMAS_A21B_0479,val,DAMIMAS,lnk-3,0,b3,1,b1,0
DAMIMAS_A21B_0479,val,DAMIMAS,lnk-4,0,b6,1,b2,0
DAMIMAS_A21B_0479,val,DAMIMAS,lnk-5,3,b2,0,b0,0
DAMIMAS_A21B_0479,val,DAMIMAS,lnk-6,3,b1,0,b2,0
DAMIMAS_A21B_0479,val,DAMIMAS,lnk-7,2,b4,3,b1,0
DAMIMAS_A21B_0479,val,DAMIMAS,lnk-8,3,b3,0,b1,0
DAMIMAS_A21B_0479,val,DAMIMAS,lnk-9,2,b3,3,b0,0
DAMIMAS_A21B_0479,val,DAMIMAS,lnk-10,1,b4,2,b0,0
DAMIMAS_A21B_0480,train,DAMIMAS,lnk-0,0,b4,1,b3,0
DAMIMAS_A21B_0480,train,DAMIMAS,lnk-1,3,b2,0,b0,0
DAMIMAS_A21B_0480,train,DAMIMAS,lnk-2,3,b1,0,b1,0
DAMIMAS_A21B_0480,train,DAMIMAS,lnk-3,3,b3,0,b2,0
DAMIMAS_A21B_0480,train,DAMIMAS,lnk-4,2,b3,3,b3,0
DAMIMAS_A21B_0480,train,DAMIMAS,lnk-5,2,b0,3,b0,0
DAMIMAS_A21B_0480,train,DAMIMAS,lnk-6,2,b2,3,b4,0
DAMIMAS_A21B_0480,train,DAMIMAS,lnk-7,2,b6,3,b5,0
DAMIMAS_A21B_0480,train,DAMIMAS,lnk-8,1,b2,2,b1,0
DAMIMAS_A21B_0480,train,DAMIMAS,lnk-9,1,b1,2,b4,0
DAMIMAS_A21B_0480,train,DAMIMAS,lnk-10,1,b0,2,b5,0
DAMIMAS_A21B_0481,train,DAMIMAS,lnk-0,0,b0,1,b3,0
DAMIMAS_A21B_0481,train,DAMIMAS,lnk-1,0,b1,1,b2,0
DAMIMAS_A21B_0481,train,DAMIMAS,lnk-2,1,b2,2,b2,0
DAMIMAS_A21B_0481,train,DAMIMAS,lnk-3,3,b1,0,b3,0
DAMIMAS_A21B_0481,train,DAMIMAS,lnk-4,3,b0,0,b2,0
DAMIMAS_A21B_0481,train,DAMIMAS,lnk-5,1,b0,2,b1,0
DAMIMAS_A21B_0482,train,DAMIMAS,lnk-0,0,b6,1,b0,0
DAMIMAS_A21B_0482,train,DAMIMAS,lnk-1,0,b5,1,b4,0
DAMIMAS_A21B_0482,train,DAMIMAS,lnk-2,0,b4,1,b3,0
DAMIMAS_A21B_0482,train,DAMIMAS,lnk-3,3,b0,0,b0,0
DAMIMAS_A21B_0482,train,DAMIMAS,lnk-4,3,b2,0,b2,0
DAMIMAS_A21B_0482,train,DAMIMAS,lnk-5,3,b3,0,b1,0
DAMIMAS_A21B_0482,train,DAMIMAS,lnk-6,3,b6,0,b3,0
DAMIMAS_A21B_0482,train,DAMIMAS,lnk-7,2,b1,3,b4,0
DAMIMAS_A21B_0482,train,DAMIMAS,lnk-8,1,b1,2,b0,0
DAMIMAS_A21B_0482,train,DAMIMAS,lnk-9,1,b2,2,b2,0
DAMIMAS_A21B_0483,train,DAMIMAS,lnk-0,0,b0,1,b0,0
DAMIMAS_A21B_0483,train,DAMIMAS,lnk-1,0,b6,1,b1,0
DAMIMAS_A21B_0483,train,DAMIMAS,lnk-2,3,b2,0,b2,0
DAMIMAS_A21B_0483,train,DAMIMAS,lnk-3,3,b3,0,b3,0
DAMIMAS_A21B_0483,train,DAMIMAS,lnk-4,2,b2,3,b1,0
DAMIMAS_A21B_0483,train,DAMIMAS,lnk-5,2,b1,3,b0,0
DAMIMAS_A21B_0483,train,DAMIMAS,lnk-6,1,b4,2,b1,0
DAMIMAS_A21B_0483,train,DAMIMAS,lnk-7,1,b5,2,b0,0
DAMIMAS_A21B_0484,train,DAMIMAS,lnk-0,0,b0,1,b2,0
DAMIMAS_A21B_0484,train,DAMIMAS,lnk-1,3,b0,0,b0,0
DAMIMAS_A21B_0484,train,DAMIMAS,lnk-2,0,b3,1,b3,0
DAMIMAS_A21B_0484,train,DAMIMAS,lnk-3,3,b2,0,b1,0
DAMIMAS_A21B_0484,train,DAMIMAS,lnk-4,2,b1,3,b1,0
DAMIMAS_A21B_0484,train,DAMIMAS,lnk-5,2,b4,3,b3,0
DAMIMAS_A21B_0484,train,DAMIMAS,lnk-6,1,b0,2,b0,0
DAMIMAS_A21B_0484,train,DAMIMAS,lnk-7,1,b4,2,b3,0
DAMIMAS_A21B_0485,val,DAMIMAS,lnk-0,0,b0,1,b0,0
DAMIMAS_A21B_0485,val,DAMIMAS,lnk-1,0,b2,1,b2,0
DAMIMAS_A21B_0485,val,DAMIMAS,lnk-2,3,b4,0,b2,0
DAMIMAS_A21B_0485,val,DAMIMAS,lnk-3,3,b5,0,b1,0
DAMIMAS_A21B_0485,val,DAMIMAS,lnk-4,2,b0,3,b1,0
DAMIMAS_A21B_0485,val,DAMIMAS,lnk-5,1,b4,2,b0,0
DAMIMAS_A21B_0485,val,DAMIMAS,lnk-6,2,b1,3,b2,0
DAMIMAS_A21B_0485,val,DAMIMAS,lnk-7,2,b3,3,b3,0
DAMIMAS_A21B_0485,val,DAMIMAS,lnk-8,1,b3,2,b4,0
DAMIMAS_A21B_0485,val,DAMIMAS,lnk-9,1,b1,2,b5,0
DAMIMAS_A21B_0486,train,DAMIMAS,lnk-0,0,b4,1,b0,0
DAMIMAS_A21B_0486,train,DAMIMAS,lnk-1,1,b0,2,b0,0
DAMIMAS_A21B_0486,train,DAMIMAS,lnk-2,0,b1,1,b1,0
DAMIMAS_A21B_0486,train,DAMIMAS,lnk-3,0,b2,1,b4,0
DAMIMAS_A21B_0486,train,DAMIMAS,lnk-4,3,b2,0,b2,0
DAMIMAS_A21B_0486,train,DAMIMAS,lnk-5,2,b4,3,b2,0
DAMIMAS_A21B_0486,train,DAMIMAS,lnk-6,3,b1,0,b0,0
DAMIMAS_A21B_0486,train,DAMIMAS,lnk-7,2,b5,3,b1,0
DAMIMAS_A21B_0486,train,DAMIMAS,lnk-8,3,b0,0,b3,0
DAMIMAS_A21B_0486,train,DAMIMAS,lnk-9,2,b2,3,b0,0
DAMIMAS_A21B_0486,train,DAMIMAS,lnk-10,1,b5,2,b1,0
DAMIMAS_A21B_0486,train,DAMIMAS,lnk-11,2,b3,3,b3,0
DAMIMAS_A21B_0486,train,DAMIMAS,lnk-12,1,b2,2,b6,0
DAMIMAS_A21B_0487,train,DAMIMAS,lnk-0,0,b4,1,b2,0
DAMIMAS_A21B_0487,train,DAMIMAS,lnk-1,1,b2,2,b0,0
DAMIMAS_A21B_0487,train,DAMIMAS,lnk-2,0,b3,1,b1,0
DAMIMAS_A21B_0487,train,DAMIMAS,lnk-3,0,b2,1,b0,0
