method,tree_id,split,domain,ok,MAE,error_sum,gt_B1,gt_B2,gt_B3,gt_B4,pred_B1,pred_B2,pred_B3,pred_B4,err_B1,err_B2,err_B3,err_B4,delta_B1,delta_B2,delta_B3,delta_B4
M20_weight_visibility_grid,DAMIMAS_A21B_0352,train,DAMIMAS,True,0.75,3,1,1,6,4,2,1,7,3,1,0,1,1,1,0,1,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0353,train,DAMIMAS,True,0.5,2,2,1,5,0,3,1,6,0,1,0,1,0,1,0,1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0354,train,DAMIMAS,True,0.25,1,1,1,16,0,1,1,15,0,0,0,1,0,0,0,-1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0355,test,DAMIMAS,True,0.75,3,2,4,7,2,3,3,6,2,1,1,1,0,1,-1,-1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0356,train,DAMIMAS,True,0.25,1,1,3,3,2,1,4,3,2,0,1,0,0,0,1,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0357,train,DAMIMAS,True,0.5,2,0,1,9,2,0,1,10,1,0,0,1,1,0,0,1,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0358,train,DAMIMAS,False,0.75,3,1,0,9,4,1,0,11,3,0,0,2,1,0,0,2,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0359,val,DAMIMAS,True,0.75,3,2,2,5,2,3,1,6,2,1,1,1,0,1,-1,1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0360,train,DAMIMAS,True,0.5,2,3,2,4,6,3,3,4,5,0,1,0,1,0,1,0,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0361,train,DAMIMAS,False,1.0,4,1,1,6,5,2,1,7,3,1,0,1,2,1,0,1,-2
M20_weight_visibility_grid,DAMIMAS_A21B_0362,train,DAMIMAS,False,1.75,7,0,0,5,2,0,0,12,2,0,0,7,0,0,0,7,0
M20_weight_visibility_grid,DAMIMAS_A21B_0363,train,DAMIMAS,True,0.5,2,0,5,1,2,0,6,1,1,0,1,0,1,0,1,0,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0364,train,DAMIMAS,True,0.5,2,2,3,6,2,3,3,7,2,1,0,1,0,1,0,1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0365,train,DAMIMAS,True,0.25,1,2,2,9,3,2,2,9,2,0,0,0,1,0,0,0,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0366,train,DAMIMAS,True,0.25,1,0,0,5,2,0,0,6,2,0,0,1,0,0,0,1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0367,train,DAMIMAS,True,0.5,2,0,4,6,2,0,4,5,1,0,0,1,1,0,0,-1,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0368,train,DAMIMAS,True,0.0,0,3,3,6,4,3,3,6,4,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0369,train,DAMIMAS,True,0.25,1,1,0,4,2,1,0,5,2,0,0,1,0,0,0,1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0370,val,DAMIMAS,True,0.5,2,2,0,6,2,3,0,5,2,1,0,1,0,1,0,-1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0371,train,DAMIMAS,True,0.0,0,1,3,7,0,1,3,7,0,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0372,val,DAMIMAS,True,0.25,1,2,2,5,3,2,2,5,2,0,0,0,1,0,0,0,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0373,train,DAMIMAS,True,0.5,2,3,0,7,2,4,0,7,1,1,0,0,1,1,0,0,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0374,train,DAMIMAS,True,0.25,1,1,1,10,2,1,1,11,2,0,0,1,0,0,0,1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0375,val,DAMIMAS,True,0.25,1,1,6,4,0,1,5,4,0,0,1,0,0,0,-1,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0376,train,DAMIMAS,True,0.0,0,1,0,7,2,1,0,7,2,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0377,train,DAMIMAS,True,0.25,1,1,0,6,0,1,0,7,0,0,0,1,0,0,0,1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0378,test,DAMIMAS,True,0.25,1,3,1,8,3,3,1,8,2,0,0,0,1,0,0,0,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0379,train,DAMIMAS,True,0.5,2,1,1,1,0,2,1,2,0,1,0,1,0,1,0,1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0380,test,DAMIMAS,True,0.0,0,2,1,4,5,2,1,4,5,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0381,test,DAMIMAS,True,0.5,2,3,0,7,4,3,0,6,3,0,0,1,1,0,0,-1,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0382,train,DAMIMAS,False,0.5,2,3,0,5,8,3,0,5,6,0,0,0,2,0,0,0,-2
M20_weight_visibility_grid,DAMIMAS_A21B_0383,train,DAMIMAS,True,0.5,2,2,6,4,2,2,5,3,2,0,1,1,0,0,-1,-1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0384,train,DAMIMAS,True,0.5,2,2,3,6,3,3,3,5,3,1,0,1,0,1,0,-1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0385,test,DAMIMAS,True,0.5,2,1,2,9,4,1,2,8,3,0,0,1,1,0,0,-1,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0386,train,DAMIMAS,True,0.0,0,0,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0387,train,DAMIMAS,True,0.0,0,3,5,1,0,3,5,1,0,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0388,val,DAMIMAS,False,1.0,4,1,0,4,2,2,0,7,2,1,0,3,0,1,0,3,0
M20_weight_visibility_grid,DAMIMAS_A21B_0389,train,DAMIMAS,False,0.75,3,0,3,11,3,0,3,9,2,0,0,2,1,0,0,-2,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0390,val,DAMIMAS,True,0.5,2,1,3,7,7,1,2,7,6,0,1,0,1,0,-1,0,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0391,val,DAMIMAS,True,0.25,1,2,7,1,0,2,6,1,0,0,1,0,0,0,-1,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0392,val,DAMIMAS,True,0.0,0,2,5,3,3,2,5,3,3,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0393,train,DAMIMAS,True,0.5,2,2,1,11,1,1,1,10,1,1,0,1,0,-1,0,-1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0394,train,DAMIMAS,True,0.0,0,2,0,7,4,2,0,7,4,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0395,train,DAMIMAS,False,0.75,3,3,7,4,0,3,5,3,0,0,2,1,0,0,-2,-1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0396,train,DAMIMAS,False,0.75,3,3,3,6,4,3,3,5,2,0,0,1,2,0,0,-1,-2
M20_weight_visibility_grid,DAMIMAS_A21B_0397,train,DAMIMAS,True,0.25,1,1,2,6,2,1,2,5,2,0,0,1,0,0,0,-1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0398,val,DAMIMAS,False,1.0,4,2,1,10,3,3,1,8,2,1,0,2,1,1,0,-2,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0399,train,DAMIMAS,True,0.5,2,3,3,3,1,4,3,2,1,1,0,1,0,1,0,-1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0400,val,DAMIMAS,True,0.0,0,0,4,2,4,0,4,2,4,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0401,val,DAMIMAS,True,0.25,1,0,0,8,2,0,0,8,1,0,0,0,1,0,0,0,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0402,test,DAMIMAS,True,0.25,1,0,1,8,2,0,1,7,2,0,0,1,0,0,0,-1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0403,train,DAMIMAS,True,0.25,1,2,5,4,3,2,5,4,2,0,0,0,1,0,0,0,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0404,val,DAMIMAS,True,0.75,3,3,3,3,0,4,2,2,0,1,1,1,0,1,-1,-1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0405,train,DAMIMAS,True,0.25,1,1,1,6,1,1,1,5,1,0,0,1,0,0,0,-1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0406,train,DAMIMAS,True,0.25,1,1,0,6,3,1,0,6,2,0,0,0,1,0,0,0,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0407,val,DAMIMAS,True,0.5,2,2,4,7,1,2,3,6,1,0,1,1,0,0,-1,-1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0408,train,DAMIMAS,True,0.75,3,2,6,3,0,3,5,4,0,1,1,1,0,1,-1,1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0409,test,DAMIMAS,True,0.25,1,3,0,6,0,3,0,5,0,0,0,1,0,0,0,-1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0410,train,DAMIMAS,False,0.75,3,2,1,13,2,3,1,11,2,1,0,2,0,1,0,-2,0
M20_weight_visibility_grid,DAMIMAS_A21B_0411,test,DAMIMAS,True,0.25,1,2,4,5,0,3,4,5,0,1,0,0,0,1,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0412,train,DAMIMAS,True,0.25,1,1,5,2,0,1,5,3,0,0,0,1,0,0,0,1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0413,train,DAMIMAS,True,0.25,1,1,2,9,3,1,2,9,2,0,0,0,1,0,0,0,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0414,train,DAMIMAS,False,0.75,3,0,0,5,0,0,0,8,0,0,0,3,0,0,0,3,0
M20_weight_visibility_grid,DAMIMAS_A21B_0415,val,DAMIMAS,True,0.25,1,1,4,5,1,1,4,6,1,0,0,1,0,0,0,1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0416,train,DAMIMAS,True,0.25,1,2,4,5,3,2,4,5,2,0,0,0,1,0,0,0,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0417,val,DAMIMAS,True,0.25,1,2,2,7,3,2,2,6,3,0,0,1,0,0,0,-1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0418,train,DAMIMAS,False,0.5,2,0,1,7,8,0,1,7,6,0,0,0,2,0,0,0,-2
M20_weight_visibility_grid,DAMIMAS_A21B_0419,test,DAMIMAS,True,0.0,0,0,4,6,2,0,4,6,2,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0420,val,DAMIMAS,True,0.25,1,0,1,1,0,0,1,2,0,0,0,1,0,0,0,1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0421,train,DAMIMAS,True,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0422,val,DAMIMAS,True,0.0,0,2,0,5,4,2,0,5,4,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0423,train,DAMIMAS,True,0.25,1,2,5,5,2,2,5,4,2,0,0,1,0,0,0,-1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0424,train,DAMIMAS,True,0.0,0,3,2,3,0,3,2,3,0,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0425,train,DAMIMAS,True,0.25,1,0,3,8,1,0,2,8,1,0,1,0,0,0,-1,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0426,train,DAMIMAS,True,0.0,0,0,0,8,2,0,0,8,2,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0427,train,DAMIMAS,True,0.0,0,1,8,5,1,1,8,5,1,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0428,val,DAMIMAS,True,0.0,0,3,3,5,4,3,3,5,4,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0429,train,DAMIMAS,True,0.5,2,3,4,10,5,3,3,10,4,0,1,0,1,0,-1,0,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0430,train,DAMIMAS,False,1.25,5,0,1,10,5,0,1,7,3,0,0,3,2,0,0,-3,-2
M20_weight_visibility_grid,DAMIMAS_A21B_0431,train,DAMIMAS,True,0.25,1,0,2,8,0,0,2,7,0,0,0,1,0,0,0,-1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0432,test,DAMIMAS,True,0.25,1,0,2,5,1,0,3,5,1,0,1,0,0,0,1,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0433,train,DAMIMAS,True,0.25,1,2,1,8,0,2,1,7,0,0,0,1,0,0,0,-1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0434,train,DAMIMAS,True,0.75,3,0,2,9,3,0,3,8,2,0,1,1,1,0,1,-1,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0435,train,DAMIMAS,True,0.25,1,2,3,4,0,3,3,4,0,1,0,0,0,1,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0436,train,DAMIMAS,True,0.5,2,1,4,4,4,2,4,4,3,1,0,0,1,1,0,0,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0437,train,DAMIMAS,False,1.25,5,3,3,8,5,3,2,6,3,0,1,2,2,0,-1,-2,-2
M20_weight_visibility_grid,DAMIMAS_A21B_0438,val,DAMIMAS,False,0.75,3,0,0,8,9,0,0,7,7,0,0,1,2,0,0,-1,-2
M20_weight_visibility_grid,DAMIMAS_A21B_0439,train,DAMIMAS,True,0.0,0,1,4,1,0,1,4,1,0,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0440,train,DAMIMAS,False,1.0,4,0,4,8,4,0,3,6,3,0,1,2,1,0,-1,-2,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0441,train,DAMIMAS,True,0.75,3,1,4,7,2,1,3,6,1,0,1,1,1,0,-1,-1,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0442,test,DAMIMAS,False,0.75,3,0,1,7,7,0,1,5,6,0,0,2,1,0,0,-2,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0443,train,DAMIMAS,True,0.5,2,1,6,5,2,1,5,4,2,0,1,1,0,0,-1,-1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0444,test,DAMIMAS,True,0.25,1,2,0,5,3,2,0,4,3,0,0,1,0,0,0,-1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0445,train,DAMIMAS,True,0.5,2,2,1,4,4,3,1,4,3,1,0,0,1,1,0,0,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0446,train,DAMIMAS,True,0.5,2,2,1,7,1,3,1,6,1,1,0,1,0,1,0,-1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0447,train,DAMIMAS,False,1.25,5,0,7,7,3,0,5,5,2,0,2,2,1,0,-2,-2,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0448,train,DAMIMAS,True,0.5,2,1,3,5,3,1,3,4,2,0,0,1,1,0,0,-1,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0449,test,DAMIMAS,True,0.25,1,0,2,11,1,0,2,10,1,0,0,1,0,0,0,-1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0450,train,DAMIMAS,False,1.0,4,1,1,7,7,2,1,5,6,1,0,2,1,1,0,-2,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0451,train,DAMIMAS,True,0.5,2,1,4,3,1,1,5,2,1,0,1,1,0,0,1,-1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0452,train,DAMIMAS,True,0.5,2,4,1,3,6,4,1,2,5,0,0,1,1,0,0,-1,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0453,train,DAMIMAS,True,0.25,1,2,1,5,1,2,1,5,2,0,0,0,1,0,0,0,1
M20_weight_visibility_grid,DAMIMAS_A21B_0454,train,DAMIMAS,False,1.0,4,0,2,4,8,0,3,3,6,0,1,1,2,0,1,-1,-2
M20_weight_visibility_grid,DAMIMAS_A21B_0455,val,DAMIMAS,True,0.25,1,0,6,5,1,0,6,4,1,0,0,1,0,0,0,-1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0456,test,DAMIMAS,True,0.0,0,2,2,4,3,2,2,4,3,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0457,train,DAMIMAS,True,0.5,2,2,3,8,4,2,3,7,3,0,0,1,1,0,0,-1,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0458,train,DAMIMAS,True,0.25,1,0,3,6,3,0,3,5,3,0,0,1,0,0,0,-1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0459,train,DAMIMAS,True,0.5,2,3,3,2,0,4,4,2,0,1,1,0,0,1,1,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0460,train,DAMIMAS,True,0.25,1,4,3,4,4,4,3,4,3,0,0,0,1,0,0,0,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0461,val,DAMIMAS,True,0.25,1,0,3,8,0,0,3,7,0,0,0,1,0,0,0,-1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0462,train,DAMIMAS,True,0.5,2,3,0,5,3,3,0,6,2,0,0,1,1,0,0,1,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0463,train,DAMIMAS,True,0.25,1,1,5,4,1,2,5,4,1,1,0,0,0,1,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0464,train,DAMIMAS,True,0.0,0,3,2,2,2,3,2,2,2,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0465,train,DAMIMAS,True,0.75,3,2,1,3,1,3,2,2,1,1,1,1,0,1,1,-1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0466,train,DAMIMAS,True,0.25,1,0,0,4,3,0,0,3,3,0,0,1,0,0,0,-1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0467,train,DAMIMAS,True,0.5,2,2,3,5,1,2,2,4,1,0,1,1,0,0,-1,-1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0468,train,DAMIMAS,True,0.5,2,3,2,3,5,3,2,2,4,0,0,1,1,0,0,-1,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0469,train,DAMIMAS,True,0.5,2,0,3,7,3,0,3,6,2,0,0,1,1,0,0,-1,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0470,train,DAMIMAS,True,0.25,1,3,1,5,2,4,1,5,2,1,0,0,0,1,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0471,val,DAMIMAS,False,0.75,3,2,6,6,2,2,4,5,2,0,2,1,0,0,-2,-1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0472,val,DAMIMAS,False,0.75,3,0,4,6,5,0,4,4,4,0,0,2,1,0,0,-2,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0473,train,DAMIMAS,True,0.25,1,1,2,3,0,2,2,3,0,1,0,0,0,1,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0474,train,DAMIMAS,True,0.25,1,2,3,2,5,2,3,2,4,0,0,0,1,0,0,0,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0475,test,DAMIMAS,True,0.5,2,0,7,4,2,0,6,3,2,0,1,1,0,0,-1,-1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0476,train,DAMIMAS,True,0.5,2,0,4,5,2,0,3,4,2,0,1,1,0,0,-1,-1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0477,val,DAMIMAS,True,0.0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0478,train,DAMIMAS,True,0.0,0,3,2,3,6,3,2,3,6,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0479,val,DAMIMAS,True,0.5,2,1,4,3,2,1,5,4,2,0,1,1,0,0,1,1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0480,train,DAMIMAS,True,0.25,1,2,2,5,4,2,2,5,3,0,0,0,1,0,0,0,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0481,train,DAMIMAS,True,0.0,0,1,2,3,1,1,2,3,1,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0482,train,DAMIMAS,True,0.25,1,1,3,4,5,1,3,3,5,0,0,1,0,0,0,-1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0483,train,DAMIMAS,True,0.25,1,2,5,3,2,2,5,3,1,0,0,0,1,0,0,0,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0484,train,DAMIMAS,True,0.0,0,1,4,2,3,1,4,2,3,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0485,val,DAMIMAS,True,0.25,1,1,2,6,1,1,3,6,1,0,1,0,0,0,1,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0486,train,DAMIMAS,True,1.0,4,1,1,3,4,2,2,4,5,1,1,1,1,1,1,1,1
M20_weight_visibility_grid,DAMIMAS_A21B_0487,train,DAMIMAS,True,0.5,2,0,3,5,1,0,4,6,1,0,1,1,0,0,1,1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0488,train,DAMIMAS,True,0.25,1,0,4,2,4,0,4,2,3,0,0,0,1,0,0,0,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0489,val,DAMIMAS,True,0.25,1,0,0,8,2,0,0,9,2,0,0,1,0,0,0,1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0490,test,DAMIMAS,True,0.25,1,3,1,4,5,4,1,4,5,1,0,0,0,1,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0491,train,DAMIMAS,True,0.25,1,3,4,5,0,3,4,4,0,0,0,1,0,0,0,-1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0492,test,DAMIMAS,True,0.5,2,2,3,4,4,2,3,3,3,0,0,1,1,0,0,-1,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0493,train,DAMIMAS,True,0.0,0,1,3,4,2,1,3,4,2,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0494,train,DAMIMAS,False,0.75,3,2,2,5,8,2,2,4,6,0,0,1,2,0,0,-1,-2
M20_weight_visibility_grid,DAMIMAS_A21B_0495,train,DAMIMAS,True,0.0,0,1,4,5,0,1,4,5,0,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0496,train,DAMIMAS,True,0.25,1,2,4,2,4,2,3,2,4,0,1,0,0,0,-1,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0497,test,DAMIMAS,False,1.0,4,1,4,9,4,1,3,7,3,0,1,2,1,0,-1,-2,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0498,train,DAMIMAS,True,0.5,2,4,1,4,8,4,1,3,7,0,0,1,1,0,0,-1,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0499,train,DAMIMAS,True,0.25,1,2,3,5,2,3,3,5,2,1,0,0,0,1,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0500,train,DAMIMAS,True,0.25,1,3,3,3,2,3,3,2,2,0,0,1,0,0,0,-1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0501,train,DAMIMAS,True,0.5,2,2,2,6,2,2,3,6,3,0,1,0,1,0,1,0,1
M20_weight_visibility_grid,DAMIMAS_A21B_0502,train,DAMIMAS,True,0.25,1,0,3,5,6,0,4,5,6,0,1,0,0,0,1,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0503,train,DAMIMAS,True,0.25,1,2,4,5,3,2,5,5,3,0,1,0,0,0,1,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0504,val,DAMIMAS,True,0.0,0,1,4,3,3,1,4,3,3,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0505,test,DAMIMAS,True,0.25,1,1,0,6,5,1,0,6,4,0,0,0,1,0,0,0,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0506,train,DAMIMAS,True,0.5,2,3,2,5,8,4,2,4,8,1,0,1,0,1,0,-1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0507,train,DAMIMAS,True,0.0,0,0,5,4,0,0,5,4,0,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0508,train,DAMIMAS,True,0.5,2,1,6,5,2,1,6,4,1,0,0,1,1,0,0,-1,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0509,train,DAMIMAS,True,0.0,0,1,2,5,2,1,2,5,2,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0510,test,DAMIMAS,True,0.5,2,0,2,6,3,0,3,7,3,0,1,1,0,0,1,1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0511,train,DAMIMAS,True,0.25,1,3,5,3,1,4,5,3,1,1,0,0,0,1,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0512,val,DAMIMAS,True,0.25,1,1,3,5,4,2,3,5,4,1,0,0,0,1,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0513,train,DAMIMAS,True,0.0,0,0,1,6,0,0,1,6,0,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0514,train,DAMIMAS,True,0.5,2,0,0,9,5,0,0,8,4,0,0,1,1,0,0,-1,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0515,train,DAMIMAS,True,0.0,0,2,4,5,2,2,4,5,2,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0516,val,DAMIMAS,True,0.0,0,1,2,2,2,1,2,2,2,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0517,train,DAMIMAS,True,0.25,1,2,1,6,4,2,1,5,4,0,0,1,0,0,0,-1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0518,val,DAMIMAS,True,0.25,1,1,2,7,6,1,2,7,5,0,0,0,1,0,0,0,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0519,test,DAMIMAS,True,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0520,train,DAMIMAS,True,0.25,1,2,2,2,2,3,2,2,2,1,0,0,0,1,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0521,val,DAMIMAS,True,0.0,0,1,3,2,3,1,3,2,3,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0522,train,DAMIMAS,False,0.5,2,0,6,3,2,0,4,3,2,0,2,0,0,0,-2,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0523,train,DAMIMAS,False,0.5,2,2,8,3,1,2,6,3,1,0,2,0,0,0,-2,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0524,train,DAMIMAS,False,0.5,2,2,2,3,6,2,2,3,4,0,0,0,2,0,0,0,-2
M20_weight_visibility_grid,DAMIMAS_A21B_0525,test,DAMIMAS,True,0.25,1,1,2,5,0,1,2,4,0,0,0,1,0,0,0,-1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0526,train,DAMIMAS,True,0.0,0,0,1,10,1,0,1,10,1,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0527,train,DAMIMAS,True,0.25,1,0,4,5,0,0,4,4,0,0,0,1,0,0,0,-1,0
